CHR	maps	lgchr	LG.x	gpos	chr	pphys	LG.y	LG_start	LG_end	n_contig	contig_type	contig_id	contig_start	contig_end	orientation	anchored
24052	GA	10	9	37.647	10	4047487	10	75574	22584591	23	W	5	1	22509018	+	1
57628	GA	10	9	39.869	10	4389929	10	75574	22584591	23	W	5	1	22509018	+	1
102489	GA	10	9	39.869	10	4298185	10	75574	22584591	23	W	5	1	22509018	+	1
43757	GA	10	9	39.869	10	4515632	10	75574	22584591	23	W	5	1	22509018	+	1
57628	GA	10	9	39.869	10	4389895	10	75574	22584591	23	W	5	1	22509018	+	1
4402	GA	10	9	39.869	10	4299223	10	75574	22584591	23	W	5	1	22509018	+	1
116419	GA	10	9	39.869	10	4322815	10	75574	22584591	23	W	5	1	22509018	+	1
42690	GA	10	9	39.869	10	4232966	10	75574	22584591	23	W	5	1	22509018	+	1
43757	GA	10	9	39.869	10	4515630	10	75574	22584591	23	W	5	1	22509018	+	1
116419	GA	10	9	39.869	10	4322828	10	75574	22584591	23	W	5	1	22509018	+	1
40247	GA	10	9	39.869	10	4390357	10	75574	22584591	23	W	5	1	22509018	+	1
116419	GA	10	9	39.869	10	4322819	10	75574	22584591	23	W	5	1	22509018	+	1
43757	GA	10	9	39.869	10	4515636	10	75574	22584591	23	W	5	1	22509018	+	1
40247	GA	10	9	39.869	10	4390356	10	75574	22584591	23	W	5	1	22509018	+	1
839	GA	10	9	41.34	10	4907266	10	75574	22584591	23	W	5	1	22509018	+	1
89257	GA	10	9	41.34	10	5010953	10	75574	22584591	23	W	5	1	22509018	+	1
37458	GA	10	9	41.34	10	5051180	10	75574	22584591	23	W	5	1	22509018	+	1
108232	GA	10	9	41.34	10	4838659	10	75574	22584591	23	W	5	1	22509018	+	1
37458	GA	10	9	41.34	10	5051195	10	75574	22584591	23	W	5	1	22509018	+	1
64122	GA	10	9	41.34	10	4866028	10	75574	22584591	23	W	5	1	22509018	+	1
6901	GA	10	9	41.34	10	4577314	10	75574	22584591	23	W	5	1	22509018	+	1
72277	GA	10	9	41.34	10	4719201	10	75574	22584591	23	W	5	1	22509018	+	1
37458	GA	10	9	41.34	10	5051179	10	75574	22584591	23	W	5	1	22509018	+	1
746	GA	10	9	41.34	10	4622539	10	75574	22584591	23	W	5	1	22509018	+	1
89257	GA	10	9	41.34	10	5010982	10	75574	22584591	23	W	5	1	22509018	+	1
14041	GA	10	9	41.34	10	4894850	10	75574	22584591	23	W	5	1	22509018	+	1
72277	GA	10	9	41.34	10	4719204	10	75574	22584591	23	W	5	1	22509018	+	1
89257	GA	10	9	41.34	10	5010972	10	75574	22584591	23	W	5	1	22509018	+	1
115505	GA	10	9	41.34	10	4561566	10	75574	22584591	23	W	5	1	22509018	+	1
77044	GA	10	9	41.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105979	GA	10	9	42.07	10	5192953	10	75574	22584591	23	W	5	1	22509018	+	1
50332	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29582	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72539	GA	10	9	42.07	10	5044720	10	75574	22584591	23	W	5	1	22509018	+	1
60948	GA	10	9	42.07	10	5120247	10	75574	22584591	23	W	5	1	22509018	+	1
29582	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50332	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53171	GA	10	9	42.07	10	5243282	10	75574	22584591	23	W	5	1	22509018	+	1
53171	GA	10	9	42.07	10	5243278	10	75574	22584591	23	W	5	1	22509018	+	1
50332	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105979	GA	10	9	42.07	10	5192928	10	75574	22584591	23	W	5	1	22509018	+	1
23864	GA	10	9	42.07	10	5395574	10	75574	22584591	23	W	5	1	22509018	+	1
50332	GA	10	9	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19159	GA	10	9	42.07	10	4983970	10	75574	22584591	23	W	5	1	22509018	+	1
92498	GA	10	9	42.07	10	5074698	10	75574	22584591	23	W	5	1	22509018	+	1
45536	GA	10	9	42.07	10	5143860	10	75574	22584591	23	W	5	1	22509018	+	1
105979	GA	10	9	42.07	10	5192939	10	75574	22584591	23	W	5	1	22509018	+	1
12414	GA	10	9	42.07	10	5041575	10	75574	22584591	23	W	5	1	22509018	+	1
3775	GA	10	9	42.07	10	4942728	10	75574	22584591	23	W	5	1	22509018	+	1
60948	GA	10	9	42.07	10	5120239	10	75574	22584591	23	W	5	1	22509018	+	1
111377	GA	10	9	42.07	10	5050918	10	75574	22584591	23	W	5	1	22509018	+	1
111748	GA	10	9	42.07	10	5067405	10	75574	22584591	23	W	5	1	22509018	+	1
77781	GA	10	9	42.07	10	5050907	10	75574	22584591	23	W	5	1	22509018	+	1
101412	GA	10	9	42.07	10	5034903	10	75574	22584591	23	W	5	1	22509018	+	1
102492	GA	10	9	42.07	10	5151396	10	75574	22584591	23	W	5	1	22509018	+	1
19159	GA	10	9	42.07	10	4983969	10	75574	22584591	23	W	5	1	22509018	+	1
4478	GA	10	9	42.07	10	5010825	10	75574	22584591	23	W	5	1	22509018	+	1
77781	GA	10	9	42.07	10	5050873	10	75574	22584591	23	W	5	1	22509018	+	1
33141	GA	10	9	42.07	10	5048626	10	75574	22584591	23	W	5	1	22509018	+	1
23864	GA	10	9	42.07	10	5395575	10	75574	22584591	23	W	5	1	22509018	+	1
105979	GA	10	9	42.07	10	5192986	10	75574	22584591	23	W	5	1	22509018	+	1
73122	GA	10	9	42.07	10	5097156	10	75574	22584591	23	W	5	1	22509018	+	1
111377	GA	10	9	42.07	10	5050881	10	75574	22584591	23	W	5	1	22509018	+	1
3775	GA	10	9	42.07	10	4942725	10	75574	22584591	23	W	5	1	22509018	+	1
105979	GA	10	9	42.07	10	5192955	10	75574	22584591	23	W	5	1	22509018	+	1
53171	GA	10	9	42.07	10	5243284	10	75574	22584591	23	W	5	1	22509018	+	1
34934	GA	10	9	42.07	10	5096446	10	75574	22584591	23	W	5	1	22509018	+	1
23771	GA	10	9	42.07	10	5242829	10	75574	22584591	23	W	5	1	22509018	+	1
105979	GA	10	9	42.07	10	5192968	10	75574	22584591	23	W	5	1	22509018	+	1
78110	GA	10	9	42.8	10	5347420	10	75574	22584591	23	W	5	1	22509018	+	1
78680	GA	10	9	42.8	10	5452145	10	75574	22584591	23	W	5	1	22509018	+	1
78110	GA	10	9	42.8	10	5347369	10	75574	22584591	23	W	5	1	22509018	+	1
77781	GA	10	9	42.8	10	5050877	10	75574	22584591	23	W	5	1	22509018	+	1
78680	GA	10	9	42.8	10	5452132	10	75574	22584591	23	W	5	1	22509018	+	1
32457	GA	10	9	43.53	10	5519105	10	75574	22584591	23	W	5	1	22509018	+	1
35254	GA	10	9	43.53	10	5321438	10	75574	22584591	23	W	5	1	22509018	+	1
73705	GA	10	9	43.53	10	5542745	10	75574	22584591	23	W	5	1	22509018	+	1
76068	GA	10	9	43.53	10	5601176	10	75574	22584591	23	W	5	1	22509018	+	1
64782	GA	10	9	43.53	10	5545343	10	75574	22584591	23	W	5	1	22509018	+	1
35254	GA	10	9	43.53	10	5321441	10	75574	22584591	23	W	5	1	22509018	+	1
35254	GA	10	9	43.53	10	5321412	10	75574	22584591	23	W	5	1	22509018	+	1
92740	GA	10	9	43.53	10	5606143	10	75574	22584591	23	W	5	1	22509018	+	1
36475	GA	10	9	43.53	10	5493894	10	75574	22584591	23	W	5	1	22509018	+	1
20306	GA	10	9	43.53	10	5507296	10	75574	22584591	23	W	5	1	22509018	+	1
68947	GA	10	9	44.26	10	5778860	10	75574	22584591	23	W	5	1	22509018	+	1
121895	GA	10	9	44.26	10	5665451	10	75574	22584591	23	W	5	1	22509018	+	1
4322	GA	10	9	44.26	10	5723068	10	75574	22584591	23	W	5	1	22509018	+	1
52487	GA	10	9	44.26	10	5681765	10	75574	22584591	23	W	5	1	22509018	+	1
52487	GA	10	9	44.26	10	5681778	10	75574	22584591	23	W	5	1	22509018	+	1
35829	GA	10	9	44.26	10	5670294	10	75574	22584591	23	W	5	1	22509018	+	1
35829	GA	10	9	44.26	10	5670282	10	75574	22584591	23	W	5	1	22509018	+	1
35829	GA	10	9	44.26	10	5670264	10	75574	22584591	23	W	5	1	22509018	+	1
3881	GA	10	9	44.26	10	5688270	10	75574	22584591	23	W	5	1	22509018	+	1
52487	GA	10	9	44.26	10	5681762	10	75574	22584591	23	W	5	1	22509018	+	1
3881	GA	10	9	44.26	10	5688273	10	75574	22584591	23	W	5	1	22509018	+	1
46829	GA	10	9	44.989	10	5802989	10	75574	22584591	23	W	5	1	22509018	+	1
35801	GA	10	9	44.989	10	5806014	10	75574	22584591	23	W	5	1	22509018	+	1
46829	GA	10	9	44.989	10	5802988	10	75574	22584591	23	W	5	1	22509018	+	1
45550	GA	10	9	45.719	10	6006303	10	75574	22584591	23	W	5	1	22509018	+	1
73421	GA	10	9	45.719	10	6266480	10	75574	22584591	23	W	5	1	22509018	+	1
101109	GA	10	9	45.719	10	5839261	10	75574	22584591	23	W	5	1	22509018	+	1
58426	GA	10	9	46.449	10	6433596	10	75574	22584591	23	W	5	1	22509018	+	1
61324	GA	10	9	46.449	10	6469401	10	75574	22584591	23	W	5	1	22509018	+	1
110964	GA	10	9	46.449	10	6282569	10	75574	22584591	23	W	5	1	22509018	+	1
11967	GA	10	9	47.179	10	6341446	10	75574	22584591	23	W	5	1	22509018	+	1
110360	GA	10	9	47.179	10	6666825	10	75574	22584591	23	W	5	1	22509018	+	1
120304	GA	10	9	47.179	10	6568308	10	75574	22584591	23	W	5	1	22509018	+	1
22676	GA	10	9	47.179	10	6677116	10	75574	22584591	23	W	5	1	22509018	+	1
41634	GA	10	9	47.179	10	6281194	10	75574	22584591	23	W	5	1	22509018	+	1
1672	GA	10	9	47.179	10	6682335	10	75574	22584591	23	W	5	1	22509018	+	1
63398	GA	10	9	47.179	10	6619577	10	75574	22584591	23	W	5	1	22509018	+	1
110360	GA	10	9	47.179	10	6666807	10	75574	22584591	23	W	5	1	22509018	+	1
43106	GA	10	9	47.179	10	6674846	10	75574	22584591	23	W	5	1	22509018	+	1
1672	GA	10	9	47.179	10	6682288	10	75574	22584591	23	W	5	1	22509018	+	1
110360	GA	10	9	47.179	10	6666808	10	75574	22584591	23	W	5	1	22509018	+	1
122131	GA	10	9	47.909	10	6775002	10	75574	22584591	23	W	5	1	22509018	+	1
118160	GA	10	9	47.909	10	6721163	10	75574	22584591	23	W	5	1	22509018	+	1
43106	GA	10	9	47.909	10	6674821	10	75574	22584591	23	W	5	1	22509018	+	1
24265	GA	10	9	48.639	10	6782329	10	75574	22584591	23	W	5	1	22509018	+	1
122131	GA	10	9	48.639	10	6774952	10	75574	22584591	23	W	5	1	22509018	+	1
24265	GA	10	9	48.639	10	6782334	10	75574	22584591	23	W	5	1	22509018	+	1
112413	GA	10	9	48.639	10	6850066	10	75574	22584591	23	W	5	1	22509018	+	1
100027	GA	10	9	48.639	10	6782340	10	75574	22584591	23	W	5	1	22509018	+	1
108777	GA	10	9	48.639	10	6886922	10	75574	22584591	23	W	5	1	22509018	+	1
2812	GA	10	9	48.639	10	7242908	10	75574	22584591	23	W	5	1	22509018	+	1
71026	GA	10	9	48.639	10	6792256	10	75574	22584591	23	W	5	1	22509018	+	1
113186	GA	10	9	49.369	10	6944632	10	75574	22584591	23	W	5	1	22509018	+	1
108777	GA	10	9	49.369	10	6886942	10	75574	22584591	23	W	5	1	22509018	+	1
99976	GA	10	9	49.369	10	6892583	10	75574	22584591	23	W	5	1	22509018	+	1
16552	GA	10	9	49.369	10	6791577	10	75574	22584591	23	W	5	1	22509018	+	1
2812	GA	10	9	49.369	10	7242913	10	75574	22584591	23	W	5	1	22509018	+	1
49405	GA	10	9	49.369	10	7206409	10	75574	22584591	23	W	5	1	22509018	+	1
2812	GA	10	9	49.369	10	7242906	10	75574	22584591	23	W	5	1	22509018	+	1
18136	GA	10	9	49.369	10	6957308	10	75574	22584591	23	W	5	1	22509018	+	1
17943	GA	10	9	49.369	10	7071612	10	75574	22584591	23	W	5	1	22509018	+	1
43518	GA	10	9	49.369	10	7291557	10	75574	22584591	23	W	5	1	22509018	+	1
100994	GA	10	9	49.369	10	7238543	10	75574	22584591	23	W	5	1	22509018	+	1
21648	GA	10	9	49.369	10	6875159	10	75574	22584591	23	W	5	1	22509018	+	1
63581	GA	10	9	49.369	10	7014442	10	75574	22584591	23	W	5	1	22509018	+	1
99976	GA	10	9	49.369	10	6892579	10	75574	22584591	23	W	5	1	22509018	+	1
109514	GA	10	9	49.369	10	6979159	10	75574	22584591	23	W	5	1	22509018	+	1
37355	GA	10	9	49.369	10	7061578	10	75574	22584591	23	W	5	1	22509018	+	1
109514	GA	10	9	49.369	10	6979158	10	75574	22584591	23	W	5	1	22509018	+	1
49405	GA	10	9	49.369	10	7206429	10	75574	22584591	23	W	5	1	22509018	+	1
112365	GA	10	9	49.369	10	7058316	10	75574	22584591	23	W	5	1	22509018	+	1
82263	GA	10	9	50.099	10	7477348	10	75574	22584591	23	W	5	1	22509018	+	1
3570	GA	10	9	50.099	10	7557706	10	75574	22584591	23	W	5	1	22509018	+	1
37170	GA	10	9	50.099	10	7625195	10	75574	22584591	23	W	5	1	22509018	+	1
38567	GA	10	9	50.099	10	7496443	10	75574	22584591	23	W	5	1	22509018	+	1
21614	GA	10	9	50.099	10	7451810	10	75574	22584591	23	W	5	1	22509018	+	1
21571	GA	10	9	50.099	10	7372848	10	75574	22584591	23	W	5	1	22509018	+	1
38567	GA	10	9	50.099	10	7496442	10	75574	22584591	23	W	5	1	22509018	+	1
73174	GA	10	9	50.099	10	7611236	10	75574	22584591	23	W	5	1	22509018	+	1
3510	GA	10	9	50.099	10	7484341	10	75574	22584591	23	W	5	1	22509018	+	1
37516	GA	10	9	50.099	10	7479536	10	75574	22584591	23	W	5	1	22509018	+	1
57464	GA	10	9	50.829	10	7863167	10	75574	22584591	23	W	5	1	22509018	+	1
52180	GA	10	9	50.829	10	7927328	10	75574	22584591	23	W	5	1	22509018	+	1
31973	GA	10	9	50.829	10	7940258	10	75574	22584591	23	W	5	1	22509018	+	1
119629	GA	10	9	50.829	10	7929669	10	75574	22584591	23	W	5	1	22509018	+	1
113301	GA	10	9	50.829	10	7860106	10	75574	22584591	23	W	5	1	22509018	+	1
2776	GA	10	9	50.829	10	7755865	10	75574	22584591	23	W	5	1	22509018	+	1
41037	GA	10	9	50.829	10	7687243	10	75574	22584591	23	W	5	1	22509018	+	1
52180	GA	10	9	50.829	10	7927315	10	75574	22584591	23	W	5	1	22509018	+	1
47091	GA	10	9	50.829	10	7972093	10	75574	22584591	23	W	5	1	22509018	+	1
5703	GA	10	9	50.829	10	7941112	10	75574	22584591	23	W	5	1	22509018	+	1
52180	GA	10	9	50.829	10	7927365	10	75574	22584591	23	W	5	1	22509018	+	1
22662	GA	10	9	50.829	10	7841878	10	75574	22584591	23	W	5	1	22509018	+	1
52180	GA	10	9	50.829	10	7927316	10	75574	22584591	23	W	5	1	22509018	+	1
51427	GA	10	9	50.829	10	8039256	10	75574	22584591	23	W	5	1	22509018	+	1
47840	GA	10	9	50.829	10	7806728	10	75574	22584591	23	W	5	1	22509018	+	1
47840	GA	10	9	50.829	10	7806718	10	75574	22584591	23	W	5	1	22509018	+	1
5703	GA	10	9	50.829	10	7941053	10	75574	22584591	23	W	5	1	22509018	+	1
117304	GA	10	9	50.829	10	7738565	10	75574	22584591	23	W	5	1	22509018	+	1
5703	GA	10	9	50.829	10	7941116	10	75574	22584591	23	W	5	1	22509018	+	1
5703	GA	10	9	50.829	10	7941115	10	75574	22584591	23	W	5	1	22509018	+	1
62083	GA	10	9	51.559	10	8151347	10	75574	22584591	23	W	5	1	22509018	+	1
99426	GA	10	9	51.559	10	8355388	10	75574	22584591	23	W	5	1	22509018	+	1
32651	GA	10	9	51.559	10	8152991	10	75574	22584591	23	W	5	1	22509018	+	1
42282	GA	10	9	51.559	10	8603133	10	75574	22584591	23	W	5	1	22509018	+	1
49226	GA	10	9	51.559	10	8595550	10	75574	22584591	23	W	5	1	22509018	+	1
62083	GA	10	9	51.559	10	8151392	10	75574	22584591	23	W	5	1	22509018	+	1
84642	GA	10	9	51.559	10	8486101	10	75574	22584591	23	W	5	1	22509018	+	1
99426	GA	10	9	51.559	10	8355391	10	75574	22584591	23	W	5	1	22509018	+	1
36238	GA	10	9	51.559	10	8096298	10	75574	22584591	23	W	5	1	22509018	+	1
109652	GA	10	9	51.559	10	8346795	10	75574	22584591	23	W	5	1	22509018	+	1
111146	GA	10	9	51.559	10	8198342	10	75574	22584591	23	W	5	1	22509018	+	1
1324	GA	10	9	51.559	10	8518154	10	75574	22584591	23	W	5	1	22509018	+	1
116404	GA	10	9	51.559	10	8445514	10	75574	22584591	23	W	5	1	22509018	+	1
107507	GA	10	9	51.559	10	8301434	10	75574	22584591	23	W	5	1	22509018	+	1
107507	GA	10	9	51.559	10	8301419	10	75574	22584591	23	W	5	1	22509018	+	1
111146	GA	10	9	51.559	10	8198309	10	75574	22584591	23	W	5	1	22509018	+	1
41798	GA	10	9	51.559	10	8126036	10	75574	22584591	23	W	5	1	22509018	+	1
49425	GA	10	9	51.559	10	8407750	10	75574	22584591	23	W	5	1	22509018	+	1
36238	GA	10	9	51.559	10	8096329	10	75574	22584591	23	W	5	1	22509018	+	1
104172	GA	10	9	53.782	10	8639763	10	75574	22584591	23	W	5	1	22509018	+	1
33972	GA	10	9	53.782	10	8650192	10	75574	22584591	23	W	5	1	22509018	+	1
56063	GA	10	9	55.252	10	8776883	10	75574	22584591	23	W	5	1	22509018	+	1
39314	GA	10	9	55.252	10	8833630	10	75574	22584591	23	W	5	1	22509018	+	1
25773	GA	10	9	55.252	10	8880330	10	75574	22584591	23	W	5	1	22509018	+	1
57090	GA	10	9	55.252	10	8920529	10	75574	22584591	23	W	5	1	22509018	+	1
60017	GA	10	9	55.252	10	8852827	10	75574	22584591	23	W	5	1	22509018	+	1
56063	GA	10	9	55.252	10	8776923	10	75574	22584591	23	W	5	1	22509018	+	1
60017	GA	10	9	55.252	10	8852826	10	75574	22584591	23	W	5	1	22509018	+	1
39314	GA	10	9	55.252	10	8833623	10	75574	22584591	23	W	5	1	22509018	+	1
57090	GA	10	9	55.252	10	8920531	10	75574	22584591	23	W	5	1	22509018	+	1
39314	GA	10	9	55.252	10	8833624	10	75574	22584591	23	W	5	1	22509018	+	1
38146	GA	10	9	56.723	10	9114143	10	75574	22584591	23	W	5	1	22509018	+	1
86904	GA	10	9	56.723	10	9156051	10	75574	22584591	23	W	5	1	22509018	+	1
59757	GA	10	9	56.723	10	9187745	10	75574	22584591	23	W	5	1	22509018	+	1
117953	GA	10	9	58.194	10	9436775	10	75574	22584591	23	W	5	1	22509018	+	1
5355	GA	10	9	58.194	10	9419030	10	75574	22584591	23	W	5	1	22509018	+	1
52505	GA	10	9	58.194	10	9398638	10	75574	22584591	23	W	5	1	22509018	+	1
47773	GA	10	9	58.194	10	9401125	10	75574	22584591	23	W	5	1	22509018	+	1
95781	GA	10	9	58.194	10	9454521	10	75574	22584591	23	W	5	1	22509018	+	1
115186	GA	10	9	58.194	10	9320155	10	75574	22584591	23	W	5	1	22509018	+	1
5355	GA	10	9	58.194	10	9419025	10	75574	22584591	23	W	5	1	22509018	+	1
116724	GA	10	9	58.194	10	9485785	10	75574	22584591	23	W	5	1	22509018	+	1
51013	GA	10	9	58.194	10	9425496	10	75574	22584591	23	W	5	1	22509018	+	1
116724	GA	10	9	58.194	10	9485809	10	75574	22584591	23	W	5	1	22509018	+	1
2895	GA	10	9	58.194	10	9527580	10	75574	22584591	23	W	5	1	22509018	+	1
2895	GA	10	9	58.194	10	9527548	10	75574	22584591	23	W	5	1	22509018	+	1
27932	GA	10	9	58.194	10	9405460	10	75574	22584591	23	W	5	1	22509018	+	1
76271	GA	10	9	58.194	10	9577760	10	75574	22584591	23	W	5	1	22509018	+	1
34515	GA	10	9	58.194	10	9211975	10	75574	22584591	23	W	5	1	22509018	+	1
37428	GA	10	9	58.194	10	9241440	10	75574	22584591	23	W	5	1	22509018	+	1
95781	GA	10	9	58.194	10	9454500	10	75574	22584591	23	W	5	1	22509018	+	1
16814	GA	10	9	58.194	10	9351148	10	75574	22584591	23	W	5	1	22509018	+	1
9536	GA	10	9	58.194	10	9212948	10	75574	22584591	23	W	5	1	22509018	+	1
4969	GA	10	9	58.194	10	9276340	10	75574	22584591	23	W	5	1	22509018	+	1
77648	GA	10	9	58.924	10	9643257	10	75574	22584591	23	W	5	1	22509018	+	1
2239	GA	10	9	58.924	10	9765886	10	75574	22584591	23	W	5	1	22509018	+	1
13575	GA	10	9	58.924	10	9742720	10	75574	22584591	23	W	5	1	22509018	+	1
5513	GA	10	9	58.924	10	9428260	10	75574	22584591	23	W	5	1	22509018	+	1
76908	GA	10	9	58.924	10	9705607	10	75574	22584591	23	W	5	1	22509018	+	1
13575	GA	10	9	58.924	10	9742733	10	75574	22584591	23	W	5	1	22509018	+	1
45453	GA	10	9	58.924	10	9784702	10	75574	22584591	23	W	5	1	22509018	+	1
50105	GA	10	9	58.924	10	9757534	10	75574	22584591	23	W	5	1	22509018	+	1
45453	GA	10	9	58.924	10	9784706	10	75574	22584591	23	W	5	1	22509018	+	1
55808	GA	10	9	58.924	10	9547263	10	75574	22584591	23	W	5	1	22509018	+	1
2239	GA	10	9	58.924	10	9765885	10	75574	22584591	23	W	5	1	22509018	+	1
55808	GA	10	9	58.924	10	9547283	10	75574	22584591	23	W	5	1	22509018	+	1
118119	GA	10	9	58.924	10	9738039	10	75574	22584591	23	W	5	1	22509018	+	1
37161	GA	10	9	58.924	10	9819826	10	75574	22584591	23	W	5	1	22509018	+	1
50105	GA	10	9	58.924	10	9757524	10	75574	22584591	23	W	5	1	22509018	+	1
65049	GA	10	9	58.924	10	9796051	10	75574	22584591	23	W	5	1	22509018	+	1
93296	GA	10	9	59.653	10	9778748	10	75574	22584591	23	W	5	1	22509018	+	1
62678	GA	10	9	59.653	10	9837828	10	75574	22584591	23	W	5	1	22509018	+	1
62678	GA	10	9	59.653	10	9837798	10	75574	22584591	23	W	5	1	22509018	+	1
62678	GA	10	9	59.653	10	9837814	10	75574	22584591	23	W	5	1	22509018	+	1
49981	GA	10	9	60.383	10	9962448	10	75574	22584591	23	W	5	1	22509018	+	1
90935	GA	10	9	60.383	10	67676	10	66008	68081	13	W	19106	1	2074	+	1
49981	GA	10	9	60.383	10	9962463	10	75574	22584591	23	W	5	1	22509018	+	1
5749	GA	10	9	60.383	10	9905449	10	75574	22584591	23	W	5	1	22509018	+	1
49981	GA	10	9	60.383	10	9962495	10	75574	22584591	23	W	5	1	22509018	+	1
106160	GA	10	9	60.383	10	9961856	10	75574	22584591	23	W	5	1	22509018	+	1
89212	GA	10	9	60.383	10	10023085	10	75574	22584591	23	W	5	1	22509018	+	1
106160	GA	10	9	60.383	10	9961808	10	75574	22584591	23	W	5	1	22509018	+	1
106160	GA	10	9	60.383	10	9961833	10	75574	22584591	23	W	5	1	22509018	+	1
90935	GA	10	9	60.383	10	67663	10	66008	68081	13	W	19106	1	2074	+	1
49981	GA	10	9	60.383	10	9962494	10	75574	22584591	23	W	5	1	22509018	+	1
106160	GA	10	9	60.383	10	9961845	10	75574	22584591	23	W	5	1	22509018	+	1
5749	GA	10	9	60.383	10	9905440	10	75574	22584591	23	W	5	1	22509018	+	1
15709	GA	10	9	62.606	10	10381041	10	75574	22584591	23	W	5	1	22509018	+	1
114923	GA	10	9	62.606	10	10491729	10	75574	22584591	23	W	5	1	22509018	+	1
15709	GA	10	9	63.336	10	10381030	10	75574	22584591	23	W	5	1	22509018	+	1
105970	GA	10	9	63.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109305	GA	10	9	65.559	10	10682161	10	75574	22584591	23	W	5	1	22509018	+	1
5447	GA	10	9	65.559	10	10680838	10	75574	22584591	23	W	5	1	22509018	+	1
117847	GA	10	9	65.559	10	10588200	10	75574	22584591	23	W	5	1	22509018	+	1
5447	GA	10	9	65.559	10	10680856	10	75574	22584591	23	W	5	1	22509018	+	1
2750	GA	10	9	65.559	10	10681150	10	75574	22584591	23	W	5	1	22509018	+	1
103474	GA	10	9	65.559	10	10671124	10	75574	22584591	23	W	5	1	22509018	+	1
106390	GA	10	9	67.029	10	10805058	10	75574	22584591	23	W	5	1	22509018	+	1
99323	GA	10	9	67.029	10	10766842	10	75574	22584591	23	W	5	1	22509018	+	1
3515	GA	10	9	67.029	10	10730614	10	75574	22584591	23	W	5	1	22509018	+	1
35018	GA	10	9	67.029	10	10781656	10	75574	22584591	23	W	5	1	22509018	+	1
35018	GA	10	9	67.029	10	10781655	10	75574	22584591	23	W	5	1	22509018	+	1
44034	GA	10	9	67.029	10	10801748	10	75574	22584591	23	W	5	1	22509018	+	1
64485	GA	10	9	67.029	10	10730741	10	75574	22584591	23	W	5	1	22509018	+	1
71571	GA	10	9	67.029	10	10776610	10	75574	22584591	23	W	5	1	22509018	+	1
3515	GA	10	9	67.029	10	10730638	10	75574	22584591	23	W	5	1	22509018	+	1
3515	GA	10	9	67.029	10	10730625	10	75574	22584591	23	W	5	1	22509018	+	1
3515	GA	10	9	67.029	10	10730659	10	75574	22584591	23	W	5	1	22509018	+	1
103749	GA	10	9	67.029	10	10733731	10	75574	22584591	23	W	5	1	22509018	+	1
62103	GA	10	9	67.759	10	10994943	10	75574	22584591	23	W	5	1	22509018	+	1
65310	GA	10	9	67.759	10	10939632	10	75574	22584591	23	W	5	1	22509018	+	1
106170	GA	10	9	67.759	10	10911635	10	75574	22584591	23	W	5	1	22509018	+	1
62103	GA	10	9	67.759	10	10994944	10	75574	22584591	23	W	5	1	22509018	+	1
106170	GA	10	9	67.759	10	10911658	10	75574	22584591	23	W	5	1	22509018	+	1
6300	GA	10	9	67.759	10	10845817	10	75574	22584591	23	W	5	1	22509018	+	1
25806	GA	10	9	67.759	10	10993418	10	75574	22584591	23	W	5	1	22509018	+	1
65310	GA	10	9	67.759	10	10939656	10	75574	22584591	23	W	5	1	22509018	+	1
100339	GA	10	9	67.759	10	10994734	10	75574	22584591	23	W	5	1	22509018	+	1
2235	GA	10	9	67.759	10	10955786	10	75574	22584591	23	W	5	1	22509018	+	1
78961	GA	10	9	67.759	10	10850732	10	75574	22584591	23	W	5	1	22509018	+	1
30915	GA	10	9	67.759	10	10851129	10	75574	22584591	23	W	5	1	22509018	+	1
2235	GA	10	9	67.759	10	10955780	10	75574	22584591	23	W	5	1	22509018	+	1
62103	GA	10	9	67.759	10	10994965	10	75574	22584591	23	W	5	1	22509018	+	1
89137	GA	10	9	67.759	10	11353781	10	75574	22584591	23	W	5	1	22509018	+	1
2235	GA	10	9	67.759	10	10955753	10	75574	22584591	23	W	5	1	22509018	+	1
53034	GA	10	9	67.759	10	11383843	10	75574	22584591	23	W	5	1	22509018	+	1
100339	GA	10	9	67.759	10	10994688	10	75574	22584591	23	W	5	1	22509018	+	1
2573	GA	10	9	67.759	10	10841973	10	75574	22584591	23	W	5	1	22509018	+	1
32309	GA	10	9	67.759	10	10981493	10	75574	22584591	23	W	5	1	22509018	+	1
2573	GA	10	9	67.759	10	10842000	10	75574	22584591	23	W	5	1	22509018	+	1
31761	GA	10	9	67.759	10	10943653	10	75574	22584591	23	W	5	1	22509018	+	1
106170	GA	10	9	67.759	10	10911602	10	75574	22584591	23	W	5	1	22509018	+	1
102039	GA	10	9	67.759	10	10926564	10	75574	22584591	23	W	5	1	22509018	+	1
