LG	CHR	POS	MALE	FEMALE
18	89451	6	0	59.475
18	87995	40	0	59.475
18	87543	70	0	59.475
18	85769	52	0	59.475
18	85098	17	0	59.475
18	83929	44	0	59.475
18	82153	40	0	59.475
18	79489	67	0	59.475
18	79232	29	0	59.475
18	79068	68	0	59.475
18	78474	66	0	59.475
18	78433	24	0	59.475
18	76279	37	0	59.475
18	73150	70	0	59.475
18	70438	31	0	59.475
18	69158	9	0	59.475
18	65459	34	0	59.475
18	62954	38	0	59.475
18	62954	32	0	59.475
18	62722	72	0	59.475
18	62495	42	0	59.475
18	62450	38	0	59.475
18	61928	9	0	59.475
18	61928	10	0	59.475
18	60417	62	0	59.475
18	60417	68	0	59.475
18	60417	40	0	59.475
18	57856	11	0	59.475
18	56831	42	0	59.475
18	56762	71	0	59.475
18	56762	64	0	59.475
18	55389	20	0	59.475
18	55065	67	0	59.475
18	55065	11	0	59.475
18	53902	34	0	59.475
18	52907	42	0	59.475
18	51112	34	0	59.475
18	49908	11	0	59.475
18	49908	28	0	59.475
18	49908	26	0	59.475
18	49683	44	0	59.475
18	49147	48	0	59.475
18	49147	24	0	59.475
18	48639	30	0	59.475
18	47865	39	0	59.475
18	46656	10	0	59.475
18	45909	43	0	59.475
18	45770	68	0	59.475
18	45698	44	0	59.475
18	44569	53	0	59.475
18	44569	26	0	59.475
18	43823	56	0	59.475
18	41592	9	0	59.475
18	41122	67	0	59.475
18	39338	9	0	59.475
18	34633	33	0	59.475
18	34376	54	0	59.475
18	34376	34	0	59.475
18	34376	62	0	59.475
18	34376	19	0	59.475
18	33956	67	0	59.475
18	33722	74	0	59.475
18	33293	61	0	59.475
18	33293	57	0	59.475
18	32181	21	0	59.475
18	31782	67	0	59.475
18	26469	69	0	59.475
18	26469	22	0	59.475
18	26469	7	0	59.475
18	26048	38	0	59.475
18	25379	65	0	59.475
18	25379	69	0	59.475
18	22441	60	0	59.475
18	16153	52	0	59.475
18	15831	51	0	59.475
18	13746	35	0	59.475
18	13746	48	0	59.475
18	13746	23	0	59.475
18	10415	17	0	59.475
18	8423	69	0	59.475
18	5971	46	0	59.475
18	5729	12	0	59.475
18	5679	73	0	59.475
18	5679	53	0	59.475
18	5679	74	0	59.475
18	5392	73	0	59.475
18	5392	44	0	59.475
18	4976	31	0	59.475
18	4884	52	0	59.475
18	4884	33	0	59.475
18	4542	75	0	59.475
18	4542	29	0	59.475
18	4023	10	0	59.475
18	4023	29	0	59.475
18	4023	75	0	59.475
18	3942	17	0	59.475
18	3925	75	0	59.475
18	3921	51	0	59.475
18	3808	34	0	59.475
18	3808	57	0	59.475
18	2224	46	0	59.475
18	2224	51	0	59.475
18	1789	64	0	59.475
18	1789	26	0	59.475
18	1446	76	0	59.475
18	722	60	0	59.475
18	722	20	0	59.475
18	722	69	0	59.475
18	722	55	0	59.475
18	222	77	0	59.475
18	222	50	0	59.475
18	27831	34	0	60.2
18	27831	53	0	60.2
18	2477	28	0	60.924
18	2477	51	0	60.924
18	2477	11	0	60.924
18	120454	33	0	62.374
18	85303	27	0	66.003
18	86972	44	0	68.905
18	2394	10	0	72.535
18	1641	47	0	75.437
18	1641	23	0	75.437
18	105483	29	0	77.612
18	100078	63	0	77.612
18	98487	19	0	77.612
18	99	28	0	77.612
18	115012	47	0	84.91
18	115012	63	0	84.91
18	79838	37	0	94.444
18	60056	7	0	94.444
18	60056	9	0	94.444
18	55	76	0	94.444
18	76400	49	0	95.169
18	76400	47	0	95.169
18	76400	46	0	95.169
18	67860	41	0	95.169
18	39429	39	0	95.893
18	32439	63	0	96.618
18	118916	71	0	97.343
18	102174	35	0	97.343
18	26195	6	0	97.343
18	91728	36	0	98.067
18	76446	47	0	100.243
18	76446	69	0	100.243
18	111001	71	0	100.967
18	103896	71	0	100.967
18	101861	63	0	100.967
18	101861	50	0	100.967
18	69745	41	0	100.967
18	51986	15	0	100.967
18	20822	22	0	100.967
18	10584	54	0	100.967
18	10584	62	0	100.967
18	10584	73	0	100.967
18	6916	40	0	100.967
18	1645	50	0	100.967
18	961	48	0	100.967
18	961	39	0	100.967
18	112767	54	0	102.417
18	112767	20	0	102.417
18	45892	35	0	102.417
18	38115	8	0	102.417
18	7098	37	0	102.417
18	7495	6	0	103.142
18	7495	50	0	103.142
18	94782	49	0	104.591
18	75704	44	0	104.591
18	53337	25	0	104.591
18	53337	60	0	104.591
18	38592	53	0	104.591
18	118531	53	0	105.316
18	109758	63	0	106.766
18	108610	15	0	106.766
18	87788	69	0	106.766
18	85594	53	0	106.766
18	72697	73	0	106.766
18	71124	32	0	106.766
18	62275	54	0	106.766
18	48832	61	0	106.766
18	46692	72	0	106.766
18	42843	22	0	106.766
18	32085	26	0	106.766
18	29518	12	0	106.766
18	24718	70	0	106.766
18	24428	50	0	106.766
18	24428	57	0	106.766
18	18197	51	0	106.766
18	18197	25	0	106.766
18	4442	71	0	106.766
18	1187	45	0	106.766
18	167	16	0	106.766
18	108610	38	0	107.49
19	3123	74	0	0
19	3123	74	0	0
19	3123	63	0	0
19	108544	6	0	1.45
19	83958	47	0	1.45
19	49633	64	0	1.45
19	16067	49	0	1.45
19	57553	14	0	2.174
19	57553	7	0	2.174
19	57553	51	0	2.174
19	52553	35	0	2.174
19	22386	74	0	2.174
19	12916	77	0	2.174
19	358	46	0	2.174
19	105680	53	0	4.35
19	105680	23	0	4.35
19	66360	6	0	4.35
19	37823	30	0	4.35
19	37823	60	0	4.35
19	21763	54	0	4.35
19	71239	18	0	5.074
19	71239	36	0	5.074
19	71239	19	0	5.074
19	8990	53	0	5.074
19	69361	75	0	5.799
19	69361	6	0	5.799
19	69361	74	0	5.799
19	113018	15	0	8.701
19	113018	70	0	8.701
19	72047	65	0	9.426
19	72047	64	0	9.426
19	8634	44	0	9.426
19	8634	53	0	9.426
19	83188	43	0	10.15
19	8634	43	0	10.15
19	2131	58	0	10.15
19	105488	32	0	11.6
19	9818	40	0	11.6
19	5022	34	0	11.6
19	88204	61	0	13.775
19	88204	30	0	14.5
19	88204	67	0	14.5
19	79722	62	0	14.5
19	55486	23	0	14.5
19	53835	23	0	14.5
19	53835	47	0	14.5
19	39524	34	0	14.5
19	39524	7	0	14.5
19	115156	24	0	15.225
19	115156	58	0	15.225
19	101735	56	0	15.225
19	92499	42	0	15.949
19	65789	38	0	15.949
19	96867	53	0	16.674
19	96867	25	0	16.674
19	96867	14	0	16.674
19	82499	58	0	16.674
19	82499	63	0	16.674
19	79945	49	0	16.674
19	5719	77	0	16.674
19	4590	64	0	16.674
19	4590	60	0	16.674
19	81664	25	0	18.124
19	81664	40	0	18.124
19	81664	33	0	18.124
19	14487	27	0	18.124
19	1942	41	0	18.124
19	1942	36	0	18.848
19	66506	50	0	20.298
19	56720	35	0	20.298
19	32702	60	0	20.298
19	32702	29	0	20.298
19	32702	48	0	20.298
19	9357	30	0	20.298
19	66506	52	0	21.748
19	107845	7	0	23.197
19	62878	41	0	23.922
19	2463	19	0	23.922
19	1101	77	0	23.922
19	1101	48	0	24.647
19	118510	67	0	26.096
19	111890	27	0	26.096
19	110724	33	0	26.096
19	48435	64	0	26.096
19	18761	8	0	26.096
19	4746	51	0	26.096
19	2868	15	0	26.096
19	2868	33	0	26.096
19	5263	71	0	29.726
19	111555	52	0	30.451
19	108212	56	0	30.451
19	107753	64	0	30.451
19	95366	56	0	30.451
19	95366	40	0	30.451
19	57293	22	0	30.451
19	49481	54	0	30.451
19	44795	56	0	30.451
19	37636	70	0	30.451
19	35510	26	0	30.451
19	33006	7	0	30.451
19	21708	51	0	30.451
19	2835	52	0	30.451
19	1792	38	0	30.451
19	1792	11	0	30.451
19	52415	39	0	31.175
19	52415	74	0	31.175
19	8048	43	0	31.175
19	67856	15	0	31.9
19	14976	10	0	31.9
19	106744	32	0	34.802
19	78452	29	0	34.802
19	60137	52	0	34.802
19	60137	36	0	34.802
19	118257	58	0	36.252
19	115945	10	0	36.252
19	112062	51	0	36.252
19	73433	27	0	36.252
19	120403	68	0	36.976
19	111185	13	0	36.976
19	109907	45	0	36.976
19	73758	66	0	36.976
19	55380	63	0	36.976
19	19521	17	0	36.976
19	118169	67	0	37.701
19	73951	59	0	37.701
19	73951	47	0	37.701
19	73951	50	0	37.701
19	62333	15	0	37.701
19	61958	48	0	37.701
19	61958	34	0	37.701
19	61958	47	0	37.701
19	36758	43	0	37.701
19	36758	33	0	37.701
19	36758	41	0	37.701
19	33831	12	0	37.701
19	13923	67	0	37.701
19	9297	50	0	37.701
19	9297	68	0	37.701
19	8222	72	0	37.701
19	8222	9	0	37.701
19	120267	61	0	38.426
19	45469	32	0	38.426
19	1561	73	0	38.426
19	111854	19	0	39.875
19	111854	35	0	39.875
19	66512	17	0	39.875
19	66512	59	0	39.875
19	66512	58	0	39.875
19	36992	62	0	39.875
19	30865	68	0	39.875
19	15942	14	0	39.875
19	122171	11	0	40.6
19	122171	65	0	40.6
19	118235	18	0	40.6
19	114757	50	0	40.6
19	111854	46	0	40.6
19	111705	63	0	40.6
19	102737	27	0	40.6
19	96187	51	0	40.6
19	84658	50	0	40.6
19	84004	67	0	40.6
19	76351	31	0	40.6
19	76351	24	0	40.6
19	76351	42	0	40.6
19	76351	30	0	40.6
19	67829	64	0	40.6
19	67829	71	0	40.6
19	55490	28	0	40.6
19	43263	16	0	40.6
19	43263	12	0	40.6
19	43263	10	0	40.6
19	42399	36	0	40.6
19	38017	57	0	40.6
19	33379	17	0	40.6
19	30589	59	0	40.6
19	28659	7	0	40.6
19	23819	57	0	40.6
19	10205	57	0	40.6
19	5438	72	0	40.6
19	5438	68	0	40.6
19	80141	28	0	41.325
19	75053	33	0	41.325
19	75053	58	0	41.325
19	70718	69	0	41.325
19	11993	28	0	41.325
19	8053	24	0	41.325
19	4259	17	0	41.325
19	30050	23	0	42.049
19	22694	66	0	42.049
19	1772	37	0	42.049
19	110575	28	0	42.774
19	110575	27	0	42.774
19	106242	27	0	42.774
19	19879	64	0	42.774
19	114071	24	0	43.499
19	110575	29	0	43.499
19	73283	16	0	43.499
19	70963	35	0	43.499
19	70963	24	0	43.499
19	66497	57	0	43.499
19	57369	19	0	43.499
19	48545	18	0	43.499
19	44778	40	0	43.499
19	39632	7	0	43.499
19	37360	12	0	43.499
19	10684	40	0	43.499
19	10305	44	0	43.499
19	10305	21	0	43.499
19	6759	33	0	43.499
19	6759	59	0	43.499
19	33820	13	0	45.674
19	4799	77	0	45.674
19	51009	38	0	46.399
19	43358	46	0	46.399
19	3852	26	0	46.399
19	102031	74	0	47.123
19	89166	19	0	47.123
19	81603	26	0	47.123
19	78407	23	0	47.123
19	62347	14	0	47.123
19	44287	45	0	47.123
19	43358	65	0	47.123
19	43358	34	0	47.123
19	34526	29	0	47.123
19	34526	25	0	47.123
19	34526	33	0	47.123
19	4397	35	0	47.123
19	2920	75	0	47.123
19	122060	36	0	47.848
19	104154	39	0	47.848
19	102031	72	0	47.848
19	99657	33	0	47.848
19	46580	74	0	47.848
19	46580	22	0	47.848
19	38935	61	0	47.848
19	38935	18	0	47.848
19	38935	73	0	47.848
19	103758	28	0	48.573
19	89623	25	0	48.573
19	62650	41	0	48.573
19	59482	70	0	48.573
19	52190	43	0	48.573
19	50648	38	0	48.573
19	27914	28	0	48.573
19	11065	22	0	48.573
19	5701	57	0	48.573
19	2128	77	0	48.573
19	2128	62	0	48.573
19	2128	66	0	48.573
19	2128	34	0	48.573
19	120192	53	0	51.475
19	117352	61	0	51.475
19	116289	25	0	51.475
19	112158	61	0	51.475
19	106203	40	0	51.475
19	100969	17	0	51.475
19	100969	30	0	51.475
19	100969	35	0	51.475
19	100389	9	0	51.475
19	97406	51	0	51.475
19	97406	62	0	51.475
19	91159	55	0	51.475
19	81848	53	0	51.475
19	66480	36	0	51.475
19	61750	18	0	51.475
19	50061	15	0	51.475
19	37335	37	0	51.475
19	17970	62	0	51.475
19	3765	76	0	51.475
19	73746	58	0	52.924
19	72593	14	0	52.924
19	20317	48	0	53.649
19	3614	61	0	53.649
19	3614	39	0	53.649
19	43202	31	0	54.374
19	106217	68	0	55.098
19	106217	60	0	55.098
19	106217	33	0	55.098
19	82037	49	0	55.098
19	75980	11	0	55.098
19	107535	49	0	55.823
19	107535	48	0	55.823
19	81076	22	0	55.823
19	76125	65	0	55.823
19	33055	67	0	55.823
19	23700	57	0	55.823
19	23700	74	0	55.823
19	23700	30	0	55.823
19	100456	65	0	56.548
19	36366	20	0	56.548
19	5892	76	0	56.548
19	5892	27	0	56.548
19	121506	56	0	57.272
19	121506	30	0	57.272
19	95353	66	0	57.272
19	36745	63	0	57.272
19	36745	51	0	57.272
19	31600	56	0	57.272
19	121259	72	0	57.997
19	120021	30	0	57.997
19	114482	46	0	57.997
19	84732	48	0	57.997
19	82310	45	0	57.997
19	64119	70	0	57.997
19	57793	18	0	57.997
19	40268	13	0	57.997
19	29692	63	0	57.997
19	27375	58	0	57.997
19	25692	8	0	57.997
19	19197	51	0	57.997
19	2105	11	0	57.997
19	2105	38	0	57.997
19	2105	8	0	57.997
19	1030	28	0	57.997
19	1030	68	0	57.997
19	15	77	0	57.997
19	119901	47	0	58.722
19	43075	69	0	58.722
19	121718	34	0	59.446
19	84808	27	0	59.446
19	61613	26	0	59.446
19	37836	48	0	59.446
19	37836	35	0	59.446
19	1008	35	0	59.446
19	117982	50	0	60.896
19	110460	46	0	60.896
19	90194	38	0	60.896
19	85733	32	0	60.896
19	85733	63	0	60.896
19	81021	73	0	60.896
19	70813	30	0	60.896
19	39286	58	0	60.896
19	14875	66	0	60.896
19	14875	9	0	60.896
19	110460	45	0	61.621
19	65892	37	0	61.621
19	103389	69	0	62.345
19	101181	14	0	62.345
19	101181	22	0	62.345
19	59574	18	0	62.345
19	59574	16	0	62.345
19	58101	45	0	62.345
19	47890	69	0	62.345
19	872	77	0	62.345
19	872	67	0	62.345
19	76342	27	0	63.07
19	76342	73	0	63.07
19	19907	49	0	63.07
19	118855	49	0	63.795
19	118855	61	0	63.795
19	107333	52	0	63.795
19	107249	73	0	63.795
19	103668	36	0	63.795
19	100403	9	0	63.795
19	100403	68	0	63.795
19	42699	22	0	63.795
19	18909	73	0	63.795
19	1778	63	0	63.795
19	105622	47	0	64.52
19	105622	37	0	64.52
19	100403	16	0	64.52
19	6114	12	0	64.52
19	105168	60	0	65.969
19	105168	44	0	65.969
19	104506	36	0	65.969
19	99064	55	0	65.969
19	45081	56	0	65.969
19	42213	8	0	65.969
19	37968	47	0	65.969
19	36625	48	0	65.969
19	33617	35	0	65.969
19	19725	31	0	65.969
19	84411	47	0	66.694
19	101005	29	0	67.419
19	101005	24	0	67.419
19	100278	66	0	67.419
19	99428	62	0	67.419
19	79611	71	0	67.419
19	76090	6	0	67.419
19	58314	45	0	67.419
19	1474	74	0	67.419
19	1474	18	0	67.419
19	79611	14	0	68.143
19	37868	40	0	68.143
19	37868	41	0	68.143
19	37868	24	0	68.143
19	100521	11	0	68.868
19	57673	10	0	71.043
19	57673	37	0	71.043
19	50502	17	0	71.043
19	103823	38	0	71.768
19	99425	49	0	71.768
19	104231	47	0	72.493
19	117806	39	0	73.217
19	117806	77	0	73.217
19	102792	52	0	73.217
19	102792	69	0	73.217
19	88859	71	0	73.217
19	88859	72	0	73.217
19	84776	13	0	73.217
19	78499	53	0	73.217
19	57505	19	0	73.217
19	50391	59	0	73.217
19	41480	23	0	73.217
19	4261	75	0	73.217
19	118895	9	0	73.942
19	118895	36	0	73.942
19	118895	74	0	73.942
19	117758	54	0	73.942
19	100151	62	0	73.942
19	95619	50	0	73.942
19	95619	69	0	73.942
19	61151	68	0	73.942
19	53074	6	0	73.942
19	24739	8	0	73.942
19	104855	62	0	74.667
19	51838	25	0	74.667
19	51838	70	0	74.667
19	101391	26	0	75.391
19	87169	13	0	75.391
19	87169	46	0	75.391
19	32359	9	0	75.391
19	65126	29	0	76.116
19	65126	57	0	76.116
19	65126	39	0	76.116
19	33648	7	0	76.116
19	31997	64	0	77.566
19	122295	6	0	78.29
19	122295	11	0	78.29
19	105371	44	0	78.29
19	99256	47	0	78.29
19	54022	77	0	78.29
19	54022	75	0	78.29
19	35452	22	0	78.29
19	738	76	0	78.29
19	84117	75	0	79.015
19	51191	34	0	81.19
19	118575	34	0	81.915
19	118575	74	0	81.915
19	102852	32	0	81.915
19	61915	23	0	81.915
19	55798	19	0	81.915
19	42302	65	0	81.915
19	30697	44	0	81.915
19	30697	42	0	81.915
19	30697	54	0	81.915
19	24671	26	0	81.915
19	24671	73	0	81.915
19	24671	21	0	81.915
19	24671	16	0	81.915
19	24671	20	0	81.915
19	24671	12	0	81.915
19	24671	28	0	81.915
19	3704	76	0	82.64
19	97445	33	0	84.089
19	6740	62	0	84.089
19	121782	73	0	85.539
19	120676	32	0	85.539
19	116336	38	0	85.539
19	113592	41	0	85.539
19	112545	36	0	85.539
19	112382	59	0	85.539
19	109544	38	0	85.539
19	96101	74	0	85.539
19	96101	36	0	85.539
19	87684	8	0	85.539
19	76639	28	0	85.539
19	64310	24	0	85.539
19	64310	27	0	85.539
19	57771	56	0	85.539
19	55426	74	0	85.539
19	55426	17	0	85.539
19	55426	71	0	85.539
19	55426	61	0	85.539
19	55426	10	0	85.539
19	55213	71	0	85.539
19	53733	49	0	85.539
19	52153	38	0	85.539
19	51535	16	0	85.539
19	39670	50	0	85.539
19	36557	54	0	85.539
19	36557	53	0	85.539
19	36123	53	0	85.539
19	29799	29	0	85.539
19	17591	45	0	85.539
19	14903	65	0	85.539
19	14903	73	0	85.539
19	13194	16	0	85.539
19	6666	30	0	85.539
19	5930	73	0	85.539
19	5930	47	0	85.539
19	3257	11	0	85.539
19	2742	54	0	85.539
19	109544	24	0	86.264
19	109544	7	0	86.264
19	105189	16	0	86.264
19	103477	66	0	86.264
19	102789	23	0	86.264
19	102789	29	0	86.264
19	97933	39	0	86.264
19	97933	47	0	86.264
19	86033	49	0	86.264
19	79908	36	0	86.264
19	76050	58	0	86.264
19	71944	11	0	86.264
19	65622	28	0	86.264
19	65622	59	0	86.264
19	63604	44	0	86.264
19	58853	22	0	86.264
19	58853	12	0	86.264
19	58853	37	0	86.264
19	56395	6	0	86.264
19	52558	26	0	86.264
19	50760	9	0	86.264
19	47998	48	0	86.264
19	47998	69	0	86.264
19	44930	8	0	86.264
19	44930	45	0	86.264
19	44930	44	0	86.264
19	43023	28	0	86.264
19	41229	23	0	86.264
19	41229	31	0	86.264
19	37208	48	0	86.264
19	33184	41	0	86.264
19	28679	48	0	86.264
19	26608	76	0	86.264
19	7816	17	0	86.264
19	6666	22	0	86.264
19	5914	70	0	86.264
19	5914	66	0	86.264
19	723	19	0	86.264
19	723	71	0	86.264
19	82014	19	0	86.989
19	31161	45	0	86.989
19	2499	44	0	86.989
19	2499	62	0	86.989
19	1676	26	0	86.989
19	1676	68	0	86.989
19	121042	11	0	87.713
19	121042	16	0	87.713
19	45076	35	0	87.713
19	45076	48	0	87.713
19	45076	13	0	87.713
19	36597	7	0	87.713
19	3578	62	0	87.713
19	36597	34	0	88.438
19	105816	38	0	89.163
19	2919	28	0	89.163
19	104455	8	0	89.887
19	65846	38	0	92.789
19	9187	57	0	92.789
19	9187	47	0	92.789
19	1388	12	0	92.789
19	1388	61	0	92.789
19	539	32	0	92.789
19	539	27	0	92.789
19	690	8	0	94.239
19	690	47	0	94.239
19	28082	59	0	94.963
19	7050	41	0	96.413
19	5506	11	0	97.138
19	5506	6	0	97.138
19	109741	41	0	97.863
19	37294	56	0	97.863
19	67561	53	0	99.312
19	106537	31	0	100.037
19	61051	63	0	100.037
19	61051	23	0	100.037
19	48751	53	0	100.037
19	48751	52	0	100.037
19	21383	22	0	100.037
19	21383	43	0	100.037
19	21383	16	0	100.037
19	17873	27	0	100.037
19	17873	60	0	100.037
19	96535	40	0	100.762
19	57912	59	0	103.663
19	39155	37	0	105.839
19	39155	27	0	105.839
19	21393	20	0	105.839
19	1385	77	0	105.839
19	118643	19	0	111.662
19	118643	62	0	111.662
19	118643	61	0	111.662
19	99380	31	0	111.662
19	82423	77	0	111.662
19	82423	75	0	111.662
19	12886	28	0	111.662
19	103471	34	0	114.564
19	57047	50	0	114.564
19	50014	77	0	115.288
19	29421	35	0	115.288
19	29421	71	0	115.288
19	29421	38	0	115.288
19	843	51	0	115.288
19	843	20	0	115.288
19	104159	49	0	116.738
19	56373	36	0	116.738
19	105222	18	0	118.188
19	14312	28	0	118.188
19	4795	70	0	118.913
19	4795	75	0	118.913
19	102184	42	0	121.088
19	102184	32	0	121.088
19	102184	34	0	121.088
19	78593	8	0	121.088
19	76510	63	0	121.088
19	43292	69	0	121.088
19	30710	11	0	121.088
19	17823	23	0	121.088
19	11760	23	0	121.088
19	11760	66	0	121.088
19	6842	17	0	121.088
19	6842	31	0	121.088
19	6842	30	0	121.088
19	70997	15	0	121.812
19	23677	72	0	121.812
19	120044	75	0	123.262
19	116578	27	0	123.262
19	109233	16	0	123.262
19	99862	44	0	123.262
19	85175	58	0	123.262
19	73515	21	0	123.262
19	71828	53	0	123.262
19	71828	70	0	123.262
19	63287	6	0	123.262
19	61709	40	0	123.262
19	61709	33	0	123.262
19	53149	36	0	123.262
19	30848	68	0	123.262
19	22571	13	0	123.262
19	22571	68	0	123.262
19	16891	25	0	123.262
19	15127	35	0	123.262
19	15127	15	0	123.262
19	4231	42	0	123.262
19	4231	9	0	123.262
19	3280	66	0	123.262
19	932	71	0	123.987
20	92412	16	0	0
20	92412	16	0	0
20	119088	35	0	0.725
20	119088	38	0	0.725
20	102599	35	0	0.725
20	99065	71	0	0.725
20	54600	42	0	0.725
20	54600	71	0	0.725
20	54600	15	0	0.725
20	54600	68	0	0.725
20	29463	52	0	0.725
20	19889	68	0	0.725
20	79759	63	0	1.449
20	14171	16	0	2.174
20	3019	77	0	2.174
20	118097	77	0	2.899
20	118097	49	0	2.899
20	39869	35	0	5.074
20	71688	15	0	6.524
20	121821	22	0	7.973
20	120737	28	0	8.698
20	120737	65	0	8.698
20	118170	16	0	9.423
20	20228	33	0	12.325
20	20228	16	0	12.325
20	20228	70	0	12.325
20	107231	62	0	13.774
20	43039	61	0	13.774
20	40103	67	0	13.774
20	40103	68	0	13.774
20	18613	57	0	13.774
20	18613	15	0	13.774
20	18613	56	0	13.774
20	18613	31	0	13.774
20	9693	61	0	13.774
20	3136	72	0	13.774
20	9693	76	0	14.499
20	54832	66	0	15.224
20	15632	12	0	17.399
20	15632	34	0	17.399
20	30950	70	0	19.574
20	112096	15	0	20.299
20	82474	63	0	20.299
20	1767	9	0	20.299
20	81362	74	0	21.024
20	49616	38	0	21.024
20	46623	26	0	21.024
20	35375	62	0	21.024
20	34341	13	0	21.024
20	34341	42	0	21.024
20	8713	70	0	21.024
20	4648	29	0	21.024
20	4648	22	0	21.024
20	85424	54	0	22.473
20	33667	38	0	22.473
20	33667	46	0	22.473
20	33667	57	0	23.198
20	33667	35	0	23.198
20	25147	17	0	23.198
20	3069	70	0	23.198
20	3069	31	0	23.198
20	121134	24	0	23.923
20	119172	62	0	23.923
20	114663	35	0	23.923
20	89660	18	0	23.923
20	92212	44	0	25.372
20	121183	18	0	26.097
20	104271	40	0	26.097
20	63401	72	0	26.097
20	63401	44	0	26.097
20	32304	68	0	26.097
20	12565	24	0	26.097
20	12565	34	0	26.097
20	3537	73	0	26.097
20	3537	20	0	26.097
20	67405	21	0	28.999
20	9905	33	0	28.999
20	4398	51	0	28.999
20	115597	62	0	30.448
20	115597	61	0	30.448
20	115597	60	0	30.448
20	99072	74	0	30.448
20	78485	32	0	30.448
20	78485	26	0	30.448
20	65897	60	0	30.448
20	65897	48	0	30.448
20	47830	57	0	30.448
20	26618	76	0	30.448
20	4398	12	0	30.448
20	4398	54	0	30.448
20	4398	47	0	30.448
20	4064	72	0	30.448
20	1568	76	0	30.448
20	117799	39	0	31.173
20	1371	40	0	31.173
20	1371	62	0	31.173
20	120029	62	0	31.898
20	117799	45	0	31.898
20	100520	21	0	31.898
20	99681	11	0	31.898
20	99681	64	0	31.898
20	5653	57	0	31.898
20	3348	25	0	31.898
20	3348	68	0	31.898
20	38716	57	0	33.348
20	30991	13	0	33.348
20	29603	12	0	33.348
20	101791	61	0	34.072
20	101791	70	0	34.072
20	35867	13	0	34.072
20	32601	23	0	34.072
20	32266	19	0	34.072
20	24558	12	0	34.072
20	17722	74	0	34.072
20	9717	23	0	34.072
20	8246	40	0	34.072
20	8246	47	0	34.072
20	4899	75	0	34.072
20	3809	76	0	34.072
20	3809	21	0	34.072
20	102947	35	0	34.797
20	23627	41	0	35.522
20	109248	11	0	36.246
20	109248	31	0	36.246
20	22022	43	0	36.246
20	117736	27	0	36.971
20	117736	6	0	36.971
20	117736	45	0	36.971
20	112862	30	0	36.971
20	111065	10	0	36.971
20	108728	55	0	36.971
20	103968	33	0	36.971
20	101514	73	0	36.971
20	91134	39	0	36.971
20	88860	12	0	36.971
20	85729	20	0	36.971
20	85466	70	0	36.971
20	59134	59	0	36.971
20	58373	49	0	36.971
20	58373	55	0	36.971
20	57288	54	0	36.971
20	54724	25	0	36.971
20	50798	30	0	36.971
20	50798	18	0	36.971
20	50798	21	0	36.971
20	39648	28	0	36.971
20	39648	53	0	36.971
20	25761	44	0	36.971
20	23378	63	0	36.971
20	22022	72	0	36.971
20	4060	76	0	36.971
20	122006	18	0	38.421
20	119475	39	0	38.421
20	103936	9	0	38.421
20	103936	62	0	38.421
20	87130	55	0	38.421
20	64350	29	0	38.421
20	64350	41	0	38.421
20	50430	25	0	38.421
20	50430	24	0	38.421
20	50430	34	0	38.421
20	118891	10	0	39.145
20	118891	8	0	39.145
20	110990	76	0	39.145
20	110990	43	0	39.145
20	110467	41	0	39.145
20	110043	57	0	39.145
20	106149	13	0	39.145
20	106149	17	0	39.145
20	106149	29	0	39.145
20	101002	15	0	39.145
20	75082	14	0	39.145
20	52563	66	0	39.145
20	52563	18	0	39.145
20	31869	47	0	39.145
20	28766	56	0	39.145
20	28766	64	0	39.145
20	28766	65	0	39.145
20	22082	30	0	39.145
20	22082	10	0	39.145
20	22082	59	0	39.145
20	3951	61	0	39.145
20	117456	74	0	40.595
20	111279	43	0	40.595
20	110467	74	0	40.595
20	99359	35	0	40.595
20	83743	70	0	40.595
20	76122	54	0	40.595
20	69956	50	0	41.32
20	69956	71	0	41.32
20	46232	67	0	41.32
20	42764	45	0	41.32
20	21546	43	0	41.32
20	13386	45	0	41.32
20	5152	77	0	41.32
20	5152	69	0	41.32
20	120885	45	0	42.769
20	6691	46	0	44.219
20	117643	68	0	45.669
20	57519	63	0	45.669
20	57519	37	0	45.669
20	57519	56	0	46.393
20	46882	32	0	47.118
20	46882	10	0	47.118
20	50853	43	0	50.02
20	114433	54	0	50.745
20	112357	12	0	50.745
20	45903	25	0	50.745
20	45903	45	0	50.745
20	33519	63	0	50.745
20	71444	37	0	51.469
20	56781	25	0	52.194
20	111000	11	0	52.919
20	31904	25	0	52.919
20	291	38	0	52.919
20	291	76	0	52.919
20	42923	48	0	53.643
20	42923	50	0	53.643
20	20646	17	0	54.368
20	119131	42	0	55.093
20	106597	42	0	55.093
20	106597	48	0	55.093
20	106597	26	0	55.093
20	77728	18	0	55.093
20	99648	56	0	56.542
20	63025	49	0	56.542
20	31425	52	0	56.542
20	8264	70	0	56.542
20	5947	69	0	56.542
20	3410	57	0	56.542
20	115350	45	0	57.267
20	111424	34	0	57.267
20	101271	58	0	57.267
20	76118	39	0	57.267
20	75518	69	0	57.267
20	64019	42	0	57.267
20	61286	50	0	57.267
20	37694	42	0	57.267
20	36019	37	0	57.267
20	71212	54	0	57.992
20	38645	65	0	57.992
20	30751	10	0	57.992
20	4096	51	0	57.992
20	94683	45	0	58.717
20	25891	25	0	58.717
20	103757	13	0	60.166
20	103757	30	0	60.166
