population	type	chromosome	region	rate	newreg
F1	inversion	4	Inv-Adjacent	4.94	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.94	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.98	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.03	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.03	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.06	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.06	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.19	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.2	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.21	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.37	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.38	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.45	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.46	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.51	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.68	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.73	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.75	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.77	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.79	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.79	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.78	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.78	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.68	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.65	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.61	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.43	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.43	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.42	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.35	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.34	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.34	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.24	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.21	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.19	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.18	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.18	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.17	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.15	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.14	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.14	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.14	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.94	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.9	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.88	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.86	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.86	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.84	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.82	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.78	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.76	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.72	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.61	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.52	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.48	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.38	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.37	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.33	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.25	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.14	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.98	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.65	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.51	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.4	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.91	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.88	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.87	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.85	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.85	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.79	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.71	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.7	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.13	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	2.05	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.99	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.98	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.84	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.82	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.79	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.73	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.71	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.7	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.69	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.56	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.4	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.29	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.27	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.23	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	1.17	Inv-Adjacent
F1	inversion	4	Inversion	1.08	Inversion
F1	inversion	4	Inversion	1.05	Inversion
F1	inversion	4	Inversion	0.85	Inversion
F1	inversion	4	Inversion	0.82	Inversion
F1	inversion	4	Inversion	0.8	Inversion
F1	inversion	4	Inversion	0.78	Inversion
F1	inversion	4	Inversion	0.73	Inversion
F1	inversion	4	Inversion	0.72	Inversion
F1	inversion	4	Inversion	0.69	Inversion
F1	inversion	4	Inversion	0.68	Inversion
F1	inversion	4	Inversion	0.67	Inversion
F1	inversion	4	Inversion	0.64	Inversion
F1	inversion	4	Inversion	0.63	Inversion
F1	inversion	4	Inversion	0.63	Inversion
F1	inversion	4	Inversion	0.63	Inversion
F1	inversion	4	Inversion	0.62	Inversion
F1	inversion	4	Inversion	0.62	Inversion
F1	inversion	4	Inversion	0.61	Inversion
F1	inversion	4	Inversion	0.6	Inversion
F1	inversion	4	Inversion	0.6	Inversion
F1	inversion	4	Inversion	0.59	Inversion
F1	inversion	4	Inversion	0.59	Inversion
F1	inversion	4	Inversion	0.59	Inversion
F1	inversion	4	Inversion	0.59	Inversion
F1	inversion	4	Inversion	0.6	Inversion
F1	inversion	4	Inversion	0.62	Inversion
F1	inversion	4	Inversion	0.62	Inversion
F1	inversion	4	Inversion	0.64	Inversion
F1	inversion	4	Inversion	0.64	Inversion
F1	inversion	4	Inversion	0.66	Inversion
F1	inversion	4	Inversion	0.68	Inversion
F1	inversion	4	Inversion	0.72	Inversion
F1	inversion	4	Inversion	0.73	Inversion
F1	inversion	4	Inversion	0.73	Inversion
F1	inversion	4	Inversion	0.8	Inversion
F1	inversion	4	Inversion	0.92	Inversion
F1	inversion	4	Inversion	0.95	Inversion
F1	inversion	4	Inversion	0.97	Inversion
F1	inversion	4	Inversion	1	Inversion
F1	inversion	4	Inversion	1.07	Inversion
F1	inversion	4	Inversion	1.09	Inversion
F1	inversion	4	Inversion	1.2	Inversion
F1	inversion	4	Inversion	1.2	Inversion
F1	inversion	4	Inversion	1.28	Inversion
F1	inversion	4	Inversion	1.51	Inversion
F1	inversion	4	Inversion	1.58	Inversion
F1	inversion	4	Inversion	1.59	Inversion
F1	inversion	4	Inversion	1.68	Inversion
F1	inversion	4	Inversion	1.71	Inversion
F1	inversion	4	Inversion	1.72	Inversion
F1	inversion	4	Inversion	1.75	Inversion
F1	inversion	4	Inversion	1.97	Inversion
F1	inversion	4	Inversion	1.99	Inversion
F1	inversion	4	Inversion	2.14	Inversion
F1	inversion	4	Inversion	2.19	Inversion
F1	inversion	4	Inversion	2.29	Inversion
F1	inversion	4	Inversion	2.37	Inversion
F1	inversion	4	Inversion	2.39	Inversion
F1	inversion	4	Inversion	2.44	Inversion
F1	inversion	4	Inversion	2.44	Inversion
F1	inversion	4	Inversion	2.57	Inversion
F1	inversion	4	Inversion	2.57	Inversion
F1	inversion	4	Inversion	2.58	Inversion
F1	inversion	4	Inversion	2.61	Inversion
F1	inversion	4	Inversion	2.61	Inversion
F1	inversion	4	Inversion	2.64	Inversion
F1	inversion	4	Inversion	2.65	Inversion
F1	inversion	4	Inversion	2.68	Inversion
F1	inversion	4	Inversion	2.68	Inversion
F1	inversion	4	Inversion	2.72	Inversion
F1	inversion	4	Inversion	2.89	Inversion
F1	inversion	4	Inversion	2.91	Inversion
F1	inversion	4	Inversion	2.91	Inversion
F1	inversion	4	Inversion	2.94	Inversion
F1	inversion	4	Inv-Adjacent	2.98	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.13	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.19	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.21	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.4	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.4	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.44	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.45	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.56	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.56	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.59	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.65	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.74	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.8	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.89	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.9	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.91	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	3.92	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.06	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.3	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.36	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.46	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.47	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.57	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.58	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.6	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.68	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.71	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.72	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.72	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.77	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.8	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	4.86	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.07	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.18	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.3	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.31	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.49	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.59	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.6	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.69	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.71	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.76	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.77	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.77	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.79	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.82	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.84	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.86	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.87	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.88	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.93	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.96	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.96	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.96	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	5.97	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.07	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.08	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.09	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.1	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.11	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.12	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.13	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.19	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.35	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.37	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.42	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.44	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.5	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.52	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.62	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.66	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.75	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.85	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.89	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	6.9	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.04	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.1	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.27	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.29	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.32	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.32	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.32	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.35	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.36	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.38	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.43	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.44	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.53	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.55	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.64	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.67	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.67	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.7	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.81	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.83	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.85	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.86	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.88	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.9	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.95	Inv-Adjacent
F1	inversion	4	Inv-Adjacent	7.96	Inv-Adjacent
F1	inversion	4	Terminal	8.11	Terminal
F1	inversion	4	Terminal	8.15	Terminal
F1	inversion	4	Terminal	8.15	Terminal
F1	inversion	4	Terminal	8.21	Terminal
F1	inversion	4	Terminal	8.33	Terminal
F1	inversion	4	Terminal	8.34	Terminal
F1	inversion	4	Terminal	8.41	Terminal
F1	inversion	4	Terminal	8.48	Terminal
F1	inversion	4	Terminal	8.53	Terminal
F1	inversion	4	Terminal	8.58	Terminal
F1	inversion	4	Terminal	8.64	Terminal
F1	inversion	4	Terminal	8.65	Terminal
F1	inversion	4	Terminal	8.72	Terminal
F1	inversion	4	Terminal	8.77	Terminal
F1	inversion	4	Terminal	8.88	Terminal
F1	inversion	4	Terminal	9.16	Terminal
F1	inversion	4	Terminal	9.21	Terminal
F1	inversion	4	Terminal	9.24	Terminal
F1	inversion	4	Terminal	9.45	Terminal
F1	inversion	4	Terminal	9.48	Terminal
F1	inversion	4	Terminal	9.89	Terminal
F1	inversion	4	Terminal	9.89	Terminal
F1	inversion	4	Terminal	10.07	Terminal
F1	inversion	4	Terminal	10.12	Terminal
F1	inversion	4	Terminal	10.28	Terminal
F1	inversion	4	Terminal	10.23	Terminal
F1	inversion	4	Terminal	10.19	Terminal
F1	inversion	4	Terminal	10.18	Terminal
F1	inversion	4	Terminal	10.18	Terminal
F1	inversion	4	Terminal	10.15	Terminal
F1	inversion	4	Terminal	10.15	Terminal
F1	inversion	4	Terminal	10.15	Terminal
F1	inversion	4	Terminal	9.99	Terminal
F1	inversion	4	Terminal	9.99	Terminal
F1	inversion	4	Terminal	9.98	Terminal
F1	inversion	4	Terminal	9.91	Terminal
F1	inversion	4	Terminal	9.86	Terminal
F1	inversion	4	Terminal	9.85	Terminal
F1	inversion	4	Terminal	9.82	Terminal
F1	inversion	4	Terminal	9.78	Terminal
F1	inversion	4	Terminal	9.74	Terminal
F1	inversion	4	Terminal	9.74	Terminal
F1	inversion	4	Terminal	9.61	Terminal
F1	inversion	4	Terminal	9.42	Terminal
F1	inversion	4	Terminal	9.4	Terminal
F1	inversion	4	Terminal	9.38	Terminal
F1	inversion	4	Terminal	9.29	Terminal
F1	inversion	4	Terminal	9.28	Terminal
F1	inversion	4	Terminal	9.19	Terminal
F1	inversion	4	Terminal	9.15	Terminal
F1	inversion	4	Terminal	9.02	Terminal
F1	inversion	4	Terminal	8.92	Terminal
F1	inversion	4	Terminal	8.83	Terminal
F1	inversion	4	Terminal	8.67	Terminal
F1	inversion	4	Terminal	8.66	Terminal
F1	inversion	4	Terminal	8.4	Terminal
F1	inversion	4	Terminal	8.3	Terminal
F1	inversion	4	Terminal	8.13	Terminal
F1	inversion	4	Terminal	8.13	Terminal
F1	inversion	4	Terminal	8.05	Terminal
F1	inversion	4	Terminal	7.81	Terminal
F1	inversion	4	Terminal	7.81	Terminal
F1	inversion	4	Terminal	7.51	Terminal
F1	inversion	4	Terminal	7.11	Terminal
F1	inversion	4	Terminal	6.99	Terminal
F1	inversion	4	Terminal	6.72	Terminal
F1	inversion	4	Terminal	6.67	Terminal
F1	inversion	4	Terminal	6.4	Terminal
F1	inversion	7	Inversion	4.69	Inversion
F1	inversion	7	Inversion	4.76	Inversion
F1	inversion	7	Inversion	5.18	Inversion
F1	inversion	7	Inversion	5.26	Inversion
F1	inversion	7	Inversion	5.51	Inversion
F1	inversion	7	Inversion	5.54	Inversion
F1	inversion	7	Terminal	5.68	Terminal
F1	inversion	7	Terminal	6.63	Terminal
F1	inversion	7	Terminal	7.27	Terminal
F1	inversion	7	Terminal	7.43	Terminal
F1	inversion	7	Terminal	7.54	Terminal
F1	inversion	7	Terminal	7.98	Terminal
F1	inversion	7	Terminal	9.24	Terminal
F1	inversion	7	Terminal	9.64	Terminal
F1	inversion	7	Terminal	9.72	Terminal
F1	inversion	7	Terminal	9.72	Terminal
F1	inversion	7	Terminal	9.85	Terminal
F1	inversion	7	Terminal	9.93	Terminal
F1	inversion	7	Terminal	9.99	Terminal
F1	inversion	7	Terminal	10.01	Terminal
F1	inversion	7	Terminal	10.04	Terminal
F1	inversion	7	Terminal	10.15	Terminal
F1	inversion	7	Terminal	10.2	Terminal
F1	inversion	7	Terminal	10.16	Terminal
F1	inversion	7	Terminal	10.14	Terminal
F1	inversion	7	Terminal	10.11	Terminal
F1	inversion	7	Terminal	10.1	Terminal
F1	inversion	7	Terminal	10.09	Terminal
F1	inversion	7	Terminal	10.06	Terminal
F1	inversion	7	Terminal	10.01	Terminal
F1	inversion	7	Terminal	9.96	Terminal
F1	inversion	7	Terminal	9.94	Terminal
F1	inversion	7	Terminal	9.87	Terminal
F1	inversion	7	Terminal	9.86	Terminal
F1	inversion	7	Terminal	9.84	Terminal
F1	inversion	7	Terminal	9.66	Terminal
F1	inversion	7	Terminal	9.59	Terminal
F1	inversion	7	Terminal	9.56	Terminal
F1	inversion	7	Terminal	9.54	Terminal
F1	inversion	7	Terminal	9.54	Terminal
F1	inversion	7	Terminal	9.5	Terminal
F1	inversion	7	Terminal	9.44	Terminal
F1	inversion	7	Terminal	9.41	Terminal
F1	inversion	7	Terminal	9.38	Terminal
F1	inversion	7	Terminal	9.37	Terminal
F1	inversion	7	Terminal	9.33	Terminal
F1	inversion	7	Terminal	9.21	Terminal
F1	inversion	7	Terminal	9.2	Terminal
F1	inversion	7	Terminal	9.1	Terminal
F1	inversion	7	Terminal	9.1	Terminal
F1	inversion	7	Terminal	8.96	Terminal
F1	inversion	7	Terminal	8.79	Terminal
F1	inversion	7	Terminal	8.65	Terminal
F1	inversion	7	Terminal	8.65	Terminal
F1	inversion	7	Terminal	8.55	Terminal
F1	inversion	7	Terminal	8.53	Terminal
F1	inversion	7	Terminal	8.46	Terminal
F1	inversion	7	Terminal	8.44	Terminal
F1	inversion	7	Terminal	8.38	Terminal
F1	inversion	7	Inv-Adjacent	8.28	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.23	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.22	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.16	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.08	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	8	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.97	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.78	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.6	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.54	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.43	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.31	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	7.26	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.93	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.84	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.75	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.66	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.32	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	6.05	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.57	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.53	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.46	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.46	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.32	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.3	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.13	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.1	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.07	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.03	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.94	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.9	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.88	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.92	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.95	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	4.99	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.01	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.11	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.12	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.16	Inv-Adjacent
F1	inversion	7	Inv-Adjacent	5.2	Inv-Adjacent
