set map marker phys gen
NY 10 233 8.671886 60.434
NY 10 234 8.73004 61.164
NY 10 235 8.777221 61.164
NY 10 236 8.912723 62.634
NY 10 237 9.056264 62.634
NY 10 238 9.08041 63.364
NY 10 239 9.11216 63.364
NY 10 240 9.136384 64.835
NY 10 241 9.200081 65.565
NY 10 242 9.275553 66.295
NY 10 243 9.325478 67.025
NY 10 244 9.34344 67.025
NY 10 245 9.352619 67.025
NY 10 246 9.361167 67.025
NY 10 247 9.407691 67.025
NY 10 248 9.382528 67.755
NY 10 249 9.554127 68.485
NY 10 250 9.619756 68.485
NY 10 251 9.630002 68.485
NY 10 252 9.630717 68.485
NY 10 253 9.700118 68.485
NY 10 254 9.732937 68.485
NY 10 255 9.74562 68.485
NY 10 256 9.762182 68.485
NY 10 257 9.63072 69.215
NY 10 258 9.662403 69.215
NY 10 259 9.894074 69.215
NY 10 260 9.9476 69.215
NY 10 261 10.041666 69.944
NY 10 262 10.048506 69.944
NY 10 263 10.19132 69.944
NY 10 264 10.217619 69.944
NY 10 265 10.393015 72.145
NY 10 266 10.512575 72.875
NY 10 267 10.514042 72.875
NY 10 268 10.54508 73.605
NY 10 269 10.606548 73.605
NY 10 270 10.606827 73.605
NY 10 271 10.717545 73.605
NY 10 272 10.655008 74.335
NY 10 273 10.658116 74.335
NY 10 274 10.674553 74.335
NY 10 275 10.70421 74.335
NY 10 276 10.70582 74.335
NY 10 277 10.706059 74.335
NY 10 278 10.742742 74.335
NY 10 279 10.746088 74.335
NY 10 280 10.76638 74.335
NY 10 281 10.778428 74.335
NY 10 282 10.791554 74.335
NY 10 283 10.850928 75.065
NY 10 284 10.880169 75.065
NY 10 285 10.900827 75.065
NY 10 286 10.918216 76.536
NY 10 287 10.919351 76.536
NY 10 288 10.951964 76.536
NY 10 289 10.970024 76.536
NY 10 290 11.098425 76.536
NY 10 291 11.135759 76.536
NY 10 292 11.285389 76.536
NY 10 293 10.971351 77.265
NY 10 294 11.187708 77.265
NY 10 295 11.221534 77.265
NY 10 296 11.25924 77.265
NY 10 297 11.296297 77.995
NY 10 298 11.308217 77.995
NY 10 299 11.323781 77.995
NY 10 300 11.336456 77.995
NY 10 301 11.31339 78.725
NY 10 302 11.436251 78.725
NY 10 303 11.469787 78.725
NY 10 304 11.599171 78.725
NY 10 305 11.615957 78.725
NY 10 306 11.619303 78.725
NY 10 307 11.671189 79.455
NY 10 308 11.6856 79.455
NY 10 309 11.720779 79.455
NY 10 310 11.729097 79.455
NY 10 311 11.7291 79.455
NY 10 312 11.7908 80.185
NY 10 313 11.837608 80.185
NY 10 314 11.841535 80.185
NY 10 315 11.842246 80.185
NY 10 316 11.882032 80.185
NY 10 317 11.883699 80.185
NY 10 318 11.889588 80.185
NY 10 319 11.889591 80.185
NY 10 320 11.938456 80.185
NY 10 321 12.011692 81.656
NY 10 322 11.983078 82.386
NY 10 323 12.074619 82.386
NY 10 324 12.142422 83.116
NY 10 325 12.222469 84.587
NY 10 326 12.228926 84.587
NY 10 327 12.240923 84.587
NY 10 328 12.247004 84.587
NY 10 329 12.271013 84.587
NY 10 330 12.278466 84.587
NY 10 331 12.325395 84.587
NY 10 332 12.336793 86.057
NY 10 333 12.340753 86.057
NY 10 334 12.395993 86.057
NY 10 335 12.41539 87.528
NY 10 336 12.423218 87.528
NY 10 337 12.438022 87.528
NY 10 338 12.522342 87.528
NY 10 339 12.458063 88.258
NY 10 340 12.648787 88.258
NY 10 341 12.761412 88.258
NY 10 342 12.804079 89.729
NY 10 343 12.824538 90.458
NY 10 344 12.850723 91.188
NY 10 345 12.939772 91.918
NY 10 346 12.964485 91.918
NY 10 347 12.978993 91.918
NY 10 348 12.985093000000001 91.918
NY 10 349 12.985857 91.918
NY 10 350 12.987144 91.918
NY 10 351 13.000033 92.648
NY 10 352 13.003001 92.648
NY 10 353 13.039478 92.648
NY 10 354 13.29023 95.634
NY 10 355 13.29463 95.634
NY 10 356 13.317171 95.634
NY 10 357 13.317542 95.634
NY 10 358 13.327734 95.634
NY 10 359 13.349539 95.634
NY 10 360 13.380525 95.634
NY 10 361 13.390306 95.634
NY 10 362 13.47981 95.634
NY 10 363 13.510586 95.634
NY 10 364 13.329508 96.364
NY 10 365 13.329511 96.364
NY 10 366 13.419108 96.364
NY 10 367 13.446595 96.364
NY 10 368 13.511946 96.364
NY 10 369 13.52384 96.364
NY 10 370 13.525199 96.364
NY 10 371 13.550727 96.364
NY 10 372 13.571046 96.364
NY 10 373 13.722587 97.835
NY 10 374 13.664923 98.565
NY 10 375 14.049293 100.787
NY 10 376 14.083324 101.517
NY 10 377 14.104205 101.517
NY 10 378 14.110872 101.517
NY 10 379 14.197811 101.517
NY 10 380 14.241576 102.247
NY 10 381 14.26068 102.247
NY 10 382 14.267016 102.247
NY 10 383 14.298522 102.977
NY 10 384 14.380274 102.977
NY 10 385 14.42808 102.977
NY 10 386 14.270406 103.707
NY 10 387 14.448082 103.707
NY 10 388 14.473082 104.437
NY 10 389 14.560638 105.167
NY 10 390 14.582895 105.167
NY 10 391 14.603035 105.167
NY 10 392 14.560635 105.897
NY 10 393 14.647232 105.897
NY 10 394 14.692301 105.897
NY 10 395 14.742988 105.897
NY 10 396 14.799225 108.12
NY 10 397 14.870011 108.12
NY 10 398 15.333197 108.12
NY 10 399 15.000795 108.85
NY 10 400 15.037425 108.85
NY 10 401 15.072902 108.85
NY 10 402 15.082524 108.85
NY 10 403 15.089208 108.85
NY 10 404 15.105477 108.85
NY 10 405 15.128736 108.85
NY 10 406 15.175435 108.85
NY 10 407 15.222801 108.85
NY 10 408 15.240886 108.85
NY 10 409 15.254482 108.85
NY 10 410 15.268498 108.85
NY 10 411 15.358737 108.85
NY 10 412 15.370129 108.85
NY 10 413 15.414615 108.85
NY 10 414 15.435939 108.85
NY 10 415 15.438872 108.85
NY 10 416 15.438875 108.85
NY 10 417 15.518944 108.85
NY 10 418 15.527005 108.85
NY 10 419 15.540306 108.85
NY 10 420 15.556433 108.85
NY 10 421 15.625879 108.85
NY 10 422 15.718525 108.85
NY 10 423 16.266813 108.85
NY 10 424 15.649822 109.579
NY 10 425 15.697918 109.579
NY 10 426 15.755268 109.579
NY 10 427 15.771602 109.579
NY 10 428 15.776445 109.579
NY 10 429 15.811537 109.579
NY 10 430 15.814189 109.579
NY 10 431 15.837101 109.579
NY 10 432 15.768247 110.309
NY 10 433 15.879385 110.309
NY 10 434 15.88717 110.309
NY 10 435 15.915966 110.309
NY 10 436 15.937192 110.309
NY 10 437 16.017855 110.309
NY 10 438 16.064104 110.309
NY 10 439 16.298858 110.309
NY 10 440 16.361332 110.309
NY 10 441 16.494778 110.309
NY 10 442 17.189687 110.309
NY 10 443 17.736699 111.78
NY 10 444 17.862773 111.78
NY 10 445 17.960187 111.78
NY 10 446 18.007271 111.78
NY 10 447 17.824874 112.51
NY 10 448 18.050378 112.51
NY 10 449 18.058583 112.51
NY 10 450 18.177852 113.24
NY 10 451 18.230377 113.24
NY 10 452 18.26714 113.24
NY 10 453 18.234532 114.711
NY 10 454 18.274061 116.181
NY 10 455 18.671618 117.652
NY 10 456 18.737341 119.875
NY 10 457 19.072434 130.312
NY 10 458 19.114173 130.312
NY 10 459 19.169069 131.042
NY 10 460 19.176864 131.772
NY 10 461 19.292377 133.995
NY 10 462 19.491338 136.217
NY 10 463 19.497441 136.217
NY 10 464 19.670002 144.901
NY 10 465 19.628 146.371
NY 10 466 19.658589 146.371
NY 10 467 19.760682 147.101
NY 10 468 19.760685 147.101
NY 10 469 19.810556 147.101
NY 10 470 19.833719 148.572
NY 10 471 19.866763 148.572
NY 10 472 19.884303 148.572
NY 10 473 19.902316 148.572
NY 10 474 19.965321 148.572
NY 10 475 19.983118 148.572
NY 10 476 20.030243 149.302
NY 10 477 20.04013 150.032
NY 10 478 20.066652 150.032
NY 10 479 20.08849 150.032
NY 10 480 20.16748 155.185
NY 10 481 20.182961 155.185
NY 10 482 20.188238 155.185
NY 10 483 20.216191 155.185
NY 10 484 20.222267 155.185
NY 10 485 20.225866 155.185
NY 10 486 20.250157 155.185
NY 10 487 20.265118 155.185
NY 10 488 20.268436 155.185
NY 10 489 20.274482 155.185
NY 10 490 20.284512 155.185
NY 10 491 20.290965 155.185
NY 10 492 20.316359 155.915
NY 10 493 20.319467 155.915
NY 10 494 20.119015 156.645
NY 10 495 20.124196 156.645
NY 10 496 20.43562 157.375
NY 10 497 20.436188 157.375
NY 10 498 20.452942 157.375
NY 10 499 20.459504 157.375
NY 10 500 20.460519 157.375
NY 10 501 20.462247 157.375
NY 10 502 20.4659 157.375
NY 10 503 20.486948 157.375
NY 10 504 20.543235 157.375
NY 10 505 20.556533 157.375
NY 10 506 20.563485 157.375
NY 10 507 20.592651 157.375
NY 10 508 20.594327 157.375
NY 10 509 20.601569 157.375
NY 10 510 20.611216 157.375
NY 10 511 20.634935 157.375
NY 10 512 20.640344 157.375
NY 10 513 20.720182 159.597
NY 10 514 20.729065 159.597
NY 10 515 20.729068 159.597
NY 10 516 20.737872 159.597
NY 10 517 20.797406 160.327
NY 10 518 20.85686 161.057
NY 10 519 20.909634 162.528
NY 10 520 20.910797 162.528
NY 10 521 21.038502 162.528
NY 10 522 20.961689 163.258
NY 10 523 21.132331 163.258
NY 10 524 21.152051 163.258
NY 10 525 21.154496 163.258
NY 10 526 21.170707 163.258
NY 10 527 21.347564 163.258
NY 10 528 21.535147 163.258
NY 11 1 0.147647 0
NY 11 2 0.141637 0.73
NY 11 3 0.169646 0.73
NY 11 4 0.177614 0.73
NY 11 5 0.180454 0.73
NY 11 6 0.18141 0.73
NY 11 7 0.181675 0.73
NY 11 8 0.181678 0.73
NY 11 9 0.256211 0.73
NY 11 10 0.28113 0.73
NY 11 11 0.317077 1.46
NY 11 12 0.318079 1.46
NY 11 13 0.347552 2.19
NY 11 14 0.372066 2.19
NY 11 15 0.38507 2.19
NY 11 16 0.131963 2.92
NY 11 17 0.388175 2.92
NY 11 18 0.39043 2.92
NY 11 19 0.396973 2.92
NY 11 20 0.411737 2.92
NY 11 21 0.468916 2.92
NY 11 22 0.458773 3.65
NY 11 23 0.498339 5.12
NY 11 24 0.522663 5.12
NY 11 25 0.525956 5.12
NY 11 26 0.546463 5.12
NY 11 27 0.553922 5.12
NY 11 28 0.643727 5.12
NY 11 29 0.645651 5.12
NY 11 30 0.622678 5.85
NY 11 31 0.671827 5.85
NY 11 32 0.743518 6.58
NY 11 33 0.743521 6.58
NY 11 34 0.744695 6.58
NY 11 35 0.747364 6.58
NY 11 36 0.765663 7.31
NY 11 37 0.767003 7.31
NY 11 38 0.789973 8.781
NY 11 39 0.826909 8.781
NY 11 40 0.829095 8.781
NY 11 41 0.833379 8.781
NY 11 42 0.850738 8.781
NY 11 43 0.873594 9.511
NY 11 44 0.898117 9.511
NY 11 45 1.016487 11.733
NY 11 46 1.030325 11.733
NY 11 47 1.040632 11.733
NY 11 48 1.200578 13.956
NY 11 49 1.212847 13.956
NY 11 50 1.242976 15.427
NY 11 51 1.27417 16.157
NY 11 52 1.27793 16.157
NY 11 53 1.292922 16.157
NY 11 54 1.328416 16.157
NY 11 55 1.391855 18.357
NY 11 56 1.394054 18.357
NY 11 57 1.410099 18.357
NY 11 58 1.557848 21.343
NY 11 59 1.566179 21.343
NY 11 60 1.608755 22.073
NY 11 61 1.637193 22.073
NY 11 62 1.69265 22.073
NY 11 63 1.717691 22.803
NY 11 64 1.761639 23.533
NY 11 65 1.761642 23.533
NY 11 66 1.757103 24.263
NY 11 67 1.83519 30.425
NY 11 68 1.995315 34.186
NY 11 69 2.001483 34.186
NY 11 70 2.004517 34.186
NY 11 71 2.005294 34.186
NY 11 72 2.050776 34.916
NY 11 73 2.103743 34.916
NY 11 74 2.417215 38.677
NY 11 75 2.45014 38.677
NY 11 76 2.592557 54.291
NY 11 77 2.655906 55.021
NY 11 78 2.675153 55.021
NY 11 79 2.909288 56.491
NY 11 80 3.006243 56.491
NY 11 81 3.664862 56.491
NY 11 82 3.698474 56.491
NY 11 83 3.713983 56.491
NY 11 84 3.73458 56.491
NY 11 85 3.829507 56.491
NY 11 86 3.840603 56.491
NY 11 87 3.846756 56.491
NY 11 88 3.861662 56.491
NY 11 89 3.93994 56.491
NY 11 90 3.968146 56.491
NY 11 91 4.011968 56.491
NY 11 92 4.035953 56.491
NY 11 93 4.038423 56.491
NY 11 94 4.052619 56.491
NY 11 95 4.062385 56.491
NY 11 96 4.075544 56.491
NY 11 97 4.07597 56.491
NY 11 98 3.82711 57.221
NY 11 99 4.133387 57.221
NY 11 100 4.162448 57.221
NY 11 101 4.18464 57.221
NY 11 102 4.19664 57.221
NY 11 103 4.243104 57.221
NY 11 104 4.243107 57.221
NY 11 105 4.2534 57.221
NY 11 106 4.277073 57.221
NY 11 107 4.281541 57.221
NY 11 108 4.319429 57.221
NY 11 109 4.330134 57.221
NY 11 110 4.355229 57.221
NY 11 111 4.444761 57.221
NY 11 112 4.504517 57.221
NY 11 113 4.555829 57.951
NY 11 114 4.579115 57.951
NY 11 115 4.644692 57.951
NY 11 116 4.709159 57.951
NY 11 117 4.744282 57.951
NY 11 118 4.747772 57.951
NY 11 119 4.905635 57.951
NY 11 120 4.977515 58.681
NY 11 121 5.102542 58.681
NY 11 122 5.18084 59.411
NY 11 123 5.219856 60.882
NY 11 124 5.232419 61.612
NY 11 125 5.33116 62.342
NY 11 126 5.485567 65.328
NY 11 127 5.466963 66.058
NY 11 128 5.468093 66.058
NY 11 129 5.483821 66.058
NY 11 130 5.495292 66.058
NY 11 131 5.495699 66.058
NY 11 132 5.515404 66.058
NY 11 133 5.556381 66.058
NY 11 134 5.561322 66.058
NY 11 135 5.572213 66.058
NY 11 136 5.702848 66.788
NY 11 137 5.723103 66.788
NY 11 138 5.989614 66.788
NY 11 139 5.743471 67.518
NY 11 140 5.885249 67.518
NY 11 141 5.998675 67.518
NY 11 142 6.029573 67.518
NY 11 143 6.031265 67.518
NY 11 144 6.03694 67.518
NY 11 145 6.098008 67.518
NY 11 146 6.200717 67.518
NY 11 147 6.105963 68.247
NY 11 148 6.113983 68.247
NY 11 149 6.140533 68.247
NY 11 150 6.16281 68.247
NY 11 151 6.223085 68.977
NY 11 152 6.262678 69.707
NY 11 153 6.2667 69.707
NY 11 154 6.267051 69.707
NY 11 155 6.304041 69.707
NY 11 156 6.333 71.178
NY 11 157 6.359137 71.178
NY 11 158 6.366935 71.178
NY 11 159 6.369584 71.908
NY 11 160 6.379446 71.908
NY 11 161 6.398316 71.908
NY 11 162 6.530471 71.908
NY 11 163 6.39128 72.638
NY 11 164 6.4920349999999996 73.368
NY 11 165 6.680004 74.098
NY 11 166 6.606968 74.828
NY 11 167 6.612392 74.828
NY 11 168 6.614509 74.828
NY 11 169 6.618355 74.828
NY 11 170 6.618594 74.828
NY 11 171 6.620833 74.828
NY 11 172 6.623113 74.828
NY 11 173 6.669374 74.828
NY 11 174 6.766332 74.828
NY 11 175 6.802001 74.828
NY 11 176 6.829807 75.558
NY 11 177 6.902974 76.288
NY 11 178 6.940408 77.018
NY 11 179 7.008392 77.747
NY 11 180 7.061337 78.477
NY 11 181 7.178449 79.207
NY 11 182 7.211654 79.207
NY 11 183 7.275583 79.207
NY 11 184 7.292866 79.207
NY 11 185 7.679758 79.207
NY 11 186 7.122733 79.937
NY 11 187 7.130022 79.937
NY 11 188 7.14852 79.937
NY 11 189 7.198479 79.937
NY 11 190 7.215672 79.937
NY 11 191 7.236534 79.937
NY 11 192 7.239933 79.937
NY 11 193 7.241923 79.937
NY 11 194 7.25256 79.937
NY 11 195 7.269723 79.937
NY 11 196 7.272397 79.937
NY 11 197 7.276099 79.937
NY 11 198 7.283737 79.937
NY 11 199 7.300925 79.937
NY 11 200 7.325866 79.937
NY 11 201 7.38032 79.937
NY 11 202 7.380854 79.937
NY 11 203 7.404184 79.937
NY 11 204 7.412919 79.937
NY 11 205 7.415899 79.937
NY 11 206 7.416141 79.937
NY 11 207 7.478004 79.937
NY 11 208 7.526483 79.937
NY 11 209 7.531323 79.937
NY 11 210 7.57098 79.937
NY 11 211 7.302478 80.667
NY 11 212 7.409249 80.667
NY 11 213 7.626079 80.667
NY 11 214 7.674421 80.667
NY 11 215 7.678896 80.667
NY 11 216 7.683781 80.667
NY 11 217 7.842919 80.667
NY 11 218 7.765412 81.397
NY 11 219 7.777546 81.397
NY 11 220 7.834282 81.397
NY 11 221 7.857792 81.397
NY 11 222 7.896867 81.397
NY 11 223 7.904013 81.397
NY 11 224 7.950346 81.397
NY 11 225 7.967797 81.397
NY 11 226 8.054506 83.62
NY 11 227 8.061802 83.62
NY 11 228 8.145868 85.09
NY 11 229 8.160992 85.09
NY 11 230 8.254918 85.82
NY 11 231 8.258955 85.82
NY 11 232 8.267163 85.82
NY 11 233 8.284421 85.82
NY 11 234 8.298529 85.82
NY 11 235 8.337493 85.82
NY 11 236 8.32734 86.55
NY 11 237 8.337496 86.55
NY 11 238 8.439262 86.55
NY 11 239 8.449213 86.55
NY 11 240 8.594026 86.55
NY 11 241 8.942637 86.55
NY 11 242 8.471894 87.28
NY 11 243 8.580559 87.28
NY 11 244 8.580562 87.28
NY 11 245 8.587421 87.28
NY 11 246 8.596553 87.28
NY 11 247 8.598427 87.28
NY 11 248 8.602309 87.28
NY 11 249 8.615912 87.28
NY 11 250 8.660875 87.28
NY 11 251 8.669406 87.28
NY 11 252 8.697427 87.28
NY 11 253 8.715329 87.28
NY 11 254 8.719964 87.28
NY 11 255 8.720319 87.28
NY 11 256 8.720322 87.28
NY 11 257 8.721368 87.28
NY 11 258 8.723499 87.28
NY 11 259 8.73722 87.28
NY 11 260 8.768789 88.01
NY 11 261 8.775751 88.01
NY 11 262 8.787969 88.01
NY 11 263 8.918546 88.01
NY 11 264 8.937969 88.01
NY 11 265 8.985074 88.01
NY 11 266 8.985839 88.01
NY 11 267 8.998928 88.01
NY 11 268 9.065605 89.481
NY 11 269 9.142739 90.211
NY 11 270 9.148598 90.211
NY 11 271 9.192351 90.211
NY 11 272 9.194307 90.211
NY 11 273 9.200493 90.211
NY 11 274 9.224217 90.211
NY 11 275 9.226528 90.211
NY 11 276 9.230734 90.211
NY 11 277 9.244732 90.211
NY 11 278 9.245565 90.211
NY 11 279 9.249606 90.211
NY 11 280 9.261539 90.211
NY 11 281 9.265625 90.211
NY 11 282 9.287931 90.211
NY 11 283 9.28994 90.211
NY 11 284 9.291656 90.211
NY 11 285 9.358858 90.211
NY 11 286 9.367239 90.211
NY 11 287 9.480139 90.211
NY 11 288 9.494587 90.211
NY 11 289 9.508075 90.211
NY 11 290 9.673909 90.211
NY 11 291 9.524323 90.941
NY 11 292 9.558085 90.941
NY 11 293 9.659415 90.941
NY 11 294 9.668225 90.941
NY 11 295 9.693271 90.941
NY 11 296 9.693274 90.941
NY 11 297 9.779132 91.671
NY 11 298 9.816098 91.671
NY 11 299 9.826175 91.671
NY 11 300 9.829455 91.671
NY 11 301 9.857705 92.401
NY 11 302 9.866592 92.401
NY 11 303 9.86766 92.401
NY 11 304 9.882868 92.401
NY 11 305 9.915004 93.871
NY 11 306 10.214338 93.871
NY 11 307 9.939946 94.601
NY 11 308 9.944237 94.601
NY 11 309 9.94424 94.601
NY 11 310 9.999265 94.601
NY 11 311 10.104572 94.601
NY 11 312 10.11686 94.601
NY 11 313 10.173554 94.601
NY 11 314 10.24101 94.601
NY 11 315 10.268414 94.601
NY 11 316 10.271866 94.601
NY 11 317 10.290039 94.601
NY 11 318 10.310488 94.601
NY 11 319 10.57332 94.601
NY 11 320 10.330245 95.331
NY 11 321 10.419151 95.331
NY 11 322 10.423645 95.331
NY 11 323 10.432863 95.331
NY 11 324 10.452587 95.331
NY 11 325 10.45259 95.331
NY 11 326 10.463686 95.331
NY 11 327 10.468173 95.331
NY 11 328 10.497386 95.331
NY 11 329 10.503648 95.331
NY 11 330 10.528624 95.331
NY 11 331 10.536098 95.331
NY 11 332 10.545505 95.331
NY 11 333 10.572129 95.331
NY 11 334 10.576981 95.331
NY 11 335 10.593056 95.331
NY 11 336 10.59664 95.331
NY 11 337 10.608766 95.331
NY 11 338 10.639819 95.331
NY 11 339 10.645958 95.331
NY 11 340 10.646618 95.331
NY 11 341 10.64753 95.331
NY 11 342 10.622604 96.061
NY 11 343 10.675613 96.061
NY 11 344 10.683429 96.061
NY 11 345 10.68847 96.061
NY 11 346 10.730138 96.061
NY 11 347 10.735962 96.061
NY 11 348 10.736501 96.061
NY 11 349 10.748741 96.061
NY 11 350 10.783195 96.061
NY 11 351 10.787172 96.061
NY 11 352 10.817936 96.061
NY 11 353 10.832081 96.791
NY 11 354 10.869424 96.791
NY 11 355 10.886988 96.791
NY 11 356 10.887522 96.791
NY 11 357 11.092036 96.791
NY 11 358 11.839031 96.791
NY 11 359 10.66566 97.521
NY 11 360 10.876912 97.521
NY 11 361 10.913539 97.521
NY 11 362 10.923665 97.521
NY 11 363 10.929145 97.521
NY 11 364 10.939608 97.521
NY 11 365 11.015175 97.521
NY 11 366 11.07568 97.521
NY 11 367 11.170114 97.521
NY 11 368 11.194624 97.521
NY 11 369 11.23274 97.521
NY 11 370 11.417809 97.521
NY 11 371 10.91016 98.251
NY 11 372 10.943854 98.251
NY 11 373 10.957372 98.251
NY 11 374 11.345177 98.251
NY 11 375 11.395034 98.251
NY 11 376 11.397442 98.251
NY 11 377 11.481971 98.981
NY 11 378 11.517763 98.981
NY 11 379 11.523697 98.981
NY 11 380 11.525706 98.981
NY 11 381 11.566506 98.981
NY 11 382 11.569078 98.981
NY 11 383 11.588754 98.981
NY 11 384 11.608922 98.981
NY 11 385 11.625329 98.981
NY 11 386 11.641459 98.981
NY 11 387 11.668918 98.981
NY 11 388 11.715472 98.981
NY 11 389 11.716384 98.981
NY 11 390 11.726477 98.981
NY 11 391 11.754109 98.981
NY 11 392 11.760929 98.981
NY 11 393 11.761465 98.981
NY 11 394 11.79519 98.981
NY 11 395 11.798812 98.981
NY 11 396 11.806375 98.981
NY 11 397 11.808766 98.981
NY 11 398 11.810411 98.981
NY 11 399 11.837225 98.981
NY 11 400 11.851145 99.711
NY 11 401 11.894558 100.441
NY 11 402 11.912875 100.441
NY 11 403 11.785053 102.663
NY 11 404 11.974583 102.663
NY 11 405 11.979834 102.663
NY 11 406 12.199009 104.886
NY 11 407 12.238396 104.886
NY 11 408 12.255933 104.886
NY 11 409 12.26454 104.886
NY 11 410 12.323278 105.616
NY 11 411 12.387656 106.346
NY 11 412 12.398248 106.346
NY 11 413 12.401823 106.346
NY 11 414 12.44968 106.346
NY 11 415 12.480279 106.346
NY 11 416 12.542995 106.346
NY 11 417 12.568562 106.346
NY 11 418 12.575642 106.346
NY 11 419 12.639807 106.346
NY 11 420 12.651131 107.076
NY 11 421 12.661558 108.547
NY 11 422 12.946573 111.532
NY 11 423 12.950484 111.532
NY 11 424 12.975333 112.262
NY 11 425 13.012127 112.262
NY 11 426 13.082257 113.733
NY 11 427 13.093948 114.463
NY 11 428 13.223268 114.463
NY 11 429 13.162121 115.193
NY 11 430 13.222673 115.193
NY 11 431 13.125684 115.923
NY 11 432 13.224025 115.923
NY 11 433 13.229094 115.923
NY 11 434 13.239717 115.923
NY 11 435 13.280813 115.923
NY 11 436 13.371248 115.923
NY 11 437 13.390112 115.923
NY 11 438 13.404547 115.923
NY 11 439 13.441258 115.923
NY 11 440 13.485176 115.923
NY 11 441 13.505433 115.923
NY 11 442 13.505436 115.923
NY 11 443 13.534477 115.923
NY 11 444 13.538335 115.923
NY 11 445 13.55295 115.923
NY 11 446 13.56105 115.923
NY 11 447 13.567257 115.923
NY 11 448 13.594689 115.923
NY 11 449 13.6356 115.923
NY 11 450 13.641198 116.653
NY 11 451 13.642528 116.653
NY 11 452 13.646259 116.653
NY 11 453 13.646262 116.653
NY 11 454 13.666679 116.653
NY 11 455 13.675104 116.653
NY 11 456 13.686462 116.653
NY 11 457 13.690857 116.653
NY 11 458 13.713797 116.653
NY 11 459 13.721558 116.653
NY 11 460 13.733121 117.383
NY 11 461 13.798423 117.383
NY 11 462 13.800068 117.383
NY 11 463 13.80675 117.383
NY 11 464 13.885631 118.113
NY 11 465 13.886995 118.113
NY 11 466 13.900347 118.113
NY 11 467 13.919049 118.113
NY 11 468 13.946118 118.113
NY 11 469 13.976242 118.113
NY 11 470 14.044693 118.113
NY 11 471 14.014107 118.843
NY 11 472 14.033614 118.843
NY 11 473 14.078554 118.843
NY 11 474 14.079924 118.843
NY 11 475 14.091452 118.843
NY 11 476 14.096762 118.843
NY 11 477 14.111132 118.843
NY 11 478 14.113261 118.843
NY 11 479 14.150436 120.313
NY 11 480 14.172284 120.313
NY 11 481 14.22344 120.313
NY 11 482 14.172015 121.043
NY 11 483 14.175845 121.043
NY 11 484 14.31472 121.043
NY 11 485 14.320558 121.043
NY 11 486 14.328353 121.043
NY 11 487 14.341442 121.043
NY 11 488 14.343719 121.043
NY 11 489 14.365713 121.043
NY 11 490 14.403922 121.043
NY 11 491 14.497177 121.043
NY 11 492 14.505813 121.043
NY 11 493 14.527216 121.043
NY 11 494 14.478307 121.773
NY 11 495 14.573436 121.773
NY 11 496 14.578643 121.773
NY 11 497 14.616156 121.773
NY 11 498 14.623439 121.773
NY 11 499 14.669366 121.773
NY 11 500 14.727767 121.773
NY 11 501 14.652382 122.503
NY 11 502 14.690082 122.503
NY 11 503 14.707295 122.503
NY 11 504 14.710688 122.503
NY 11 505 14.71185 122.503
NY 11 506 14.79227 123.233
NY 11 507 14.816667 123.963
NY 11 508 14.903141 125.434
NY 11 509 14.914634 125.434
NY 11 510 14.990217 126.904
NY 11 511 14.993243 126.904
NY 11 512 14.99636 126.904
NY 11 513 15.003592 126.904
NY 11 514 15.016033 126.904
NY 11 515 15.016073 126.904
NY 11 516 15.021056 126.904
NY 11 517 15.036266 126.904
NY 11 518 15.049881 126.904
NY 11 519 15.08038 127.634
NY 11 520 15.08057 127.634
NY 11 521 15.081122 127.634
NY 11 522 15.117398 128.364
NY 11 523 15.127024 128.364
NY 11 524 15.185723 128.364
NY 11 525 15.245171 129.094
NY 11 526 15.246997 129.094
NY 11 527 15.341791 129.094
NY 11 528 15.392753 129.094
NY 11 529 15.409591 129.094
NY 11 530 15.465542 129.824
NY 11 531 15.436686 130.554
NY 11 532 15.553949 130.554
NY 11 533 15.614745 130.554
NY 11 534 15.683572 133.54
NY 11 535 15.975106 135.011
NY 11 536 15.853816 135.741
NY 11 537 16.023856 135.741
NY 11 538 16.04597 135.741
NY 11 539 16.085553 135.741
NY 11 540 16.115057 137.211
NY 11 541 16.119213 137.211
NY 11 542 16.122668 137.211
NY 11 543 16.148657 137.941
NY 11 544 16.153084 137.941
NY 11 545 16.153245 137.941
NY 11 546 16.175181 137.941
NY 11 547 16.136737 138.671
NY 11 548 16.334359 138.671
NY 11 549 16.438198 140.142
NY 11 550 16.459632 140.142
NY 11 551 16.806356 142.365
NY 11 552 16.921702 143.095
NY 11 553 17.040239 145.295
NY 11 554 17.333767 148.281
NY 11 555 17.466237 149.752
NY 11 556 17.485721 149.752
NY 11 557 17.723223 151.223
NY 11 558 17.734964 151.223
NY 11 559 17.816896 151.953
NY 11 560 17.88715 154.175
NY 11 561 18.012215 154.905
NY 11 562 18.107981 154.905
NY 11 563 18.092071 155.635
NY 11 564 18.197198 157.858
NY 11 565 18.112433 158.587
NY 12 1 0.6738520000000001 0
NY 12 2 0.6641040000000001 0
NY 12 3 0.5731930000000001 0
NY 12 4 0.5640070000000001 0
NY 12 5 0.537676 0
NY 12 6 0.5027520000000001 0
NY 12 7 0.47125300000000014 0
NY 12 8 0.4517690000000001 0
NY 12 9 0.3809720000000001 0
NY 12 10 0.372889 0
NY 12 11 0.3714790000000001 0
NY 12 12 0.3626640000000001 0
